,objectid,afstem_navn1,afstem_navn2,kommunekod,kommunenavn,opst_kreds,postnr,time_stamp,votes,left_votes,right_votes,independent_votes,blank_votes,invalid_votes,left_share,right_share,independent_share,institutionsnummer,skole_navn,institutionstype2,institutionstype3,karakter,karakter_soc_ref,salgspris,disindk,kriminelitet,lavindk,skilsmisser,andel_indv
675,1290917,Jystrup Aktivitetshus,Jystrup,329,Ringsted Kommune,Ringstedkredsen,4370,10:39 06-06-2019,991.0,614.0,377.0,0.0,8,2,0.6195761856710393,0.38042381432896066,0.0,280380,Allindelille Friskole,Grundskoler,Friskoler og private grundskoler,7.0,7.2,8738.5,229385,3.9,20.6,13.1,9.304935962008923
676,1292205,Herlev Medborgerhus,Herlev Medborgerhus,163,Herlev Kommune,Rødovrekredsen,2730,10:16 07-06-2019,5681.0,3565.0,2097.0,19.0,49,21,0.6275303643724697,0.3691251540221792,0.0033444816053511705,163004,Herlev byskole,Grundskoler,Folkeskoler,6.8,6.4,26747.75,236643,5.8,18.8,16.7,15.308691101288051
677,1291703,Kildegårdhallen,Kildegårdhallen,163,Herlev Kommune,Rødovrekredsen,2730,11:11 06-06-2019,5294.0,3295.0,1975.0,24.0,57,25,0.6224027200604458,0.37306384586324143,0.004533434076312807,163009,Herlev Privatskole,Grundskoler,Friskoler og private grundskoler,8.9,8.2,26747.75,236643,5.8,18.8,16.7,15.308691101288051
678,1292313,"Herlev Hallerne, Annekshallen",Herlev Hallerne,163,Herlev Kommune,Rødovrekredsen,2730,11:15 06-06-2019,5607.0,3222.0,2369.0,16.0,45,18,0.5746388443017657,0.4225075798109506,0.0028535758872837527,163001,Lindehøjskolen,Grundskoler,Folkeskoler,7.4,7.2,26747.75,236643,5.8,18.8,16.7,15.308691101288051
679,1303152,Sandby Forsamlingshus,Sandby,370,Næstved Kommune,Næstvedkredsen,4160,10:08 06-06-2019,344.0,133.0,211.0,0.0,5,1,0.3866279069767442,0.6133720930232558,0.0,280140,Tybjerg Privatskole,Grundskoler,Friskoler og private grundskoler,7.1,7.2,8481.25,223879,4.8,22.3,17.3,6.414215287935425
680,1303156,Tybjerg Forsamlingshus,Tybjerg,370,Næstved Kommune,Næstvedkredsen,4160,09:50 06-06-2019,625.0,273.0,352.0,0.0,11,0,0.4368,0.5632,0.0,280140,Tybjerg Privatskole,Grundskoler,Friskoler og private grundskoler,7.1,7.2,8481.25,223879,4.8,22.3,17.3,6.414215287935425
681,1303146,Tappernøje Forsamlingshus,Tappernøje,370,Næstved Kommune,Næstvedkredsen,4720,11:49 06-06-2019,1632.0,770.0,862.0,0.0,15,3,0.47181372549019607,0.5281862745098039,0.0,280532,Præstø Privatskole,Grundskoler,Friskoler og private grundskoler,8.9,8.2,8149.25,223879,4.8,22.3,17.3,6.414215287935425
682,1303154,Toksværd Samlingshus,Toksværd,370,Næstved Kommune,Næstvedkredsen,4690,10:27 06-06-2019,1051.0,488.0,563.0,0.0,9,5,0.4643196955280685,0.5356803044719315,0.0,313007,Haslev Privatskole,Grundskoler,Friskoler og private grundskoler,7.0,7.4,11827.0,223879,4.8,22.3,17.3,6.414215287935425
683,1303200,Fladså Hallen,Fladså Hallen,370,Næstved Kommune,Næstvedkredsen,4700,09:53 06-06-2019,1711.0,810.0,901.0,0.0,9,3,0.473407364114553,0.5265926358854471,0.0,280538,Hammer Frie Privatskole,Grundskoler,Friskoler og private grundskoler,9.0,8.5,12126.5,223879,4.8,22.3,17.3,6.414215287935425
684,1303160,Everdrup Samlingshus,Everdrup,370,Næstved Kommune,Næstvedkredsen,4700,11:30 06-06-2019,667.0,308.0,359.0,0.0,7,0,0.4617691154422789,0.5382308845577212,0.0,280538,Hammer Frie Privatskole,Grundskoler,Friskoler og private grundskoler,9.0,8.5,12126.5,223879,4.8,22.3,17.3,6.414215287935425
685,1303238,Hammer Forsamlingshus,Hammer - Vester Egesborg,370,Næstved Kommune,Næstvedkredsen,4700,12:14 06-06-2019,1041.0,475.0,566.0,0.0,7,0,0.4562920268972142,0.5437079731027857,0.0,280538,Hammer Frie Privatskole,Grundskoler,Friskoler og private grundskoler,9.0,8.5,12126.5,223879,4.8,22.3,17.3,6.414215287935425
686,1303232,Glumsø Kro,Glumsø,370,Næstved Kommune,Næstvedkredsen,4180,11:22 06-06-2019,2111.0,1175.0,936.0,0.0,17,4,0.5566082425390811,0.4433917574609191,0.0,335002,Frederiksberg Skole,Grundskoler,Folkeskoler,7.9,7.9,14125.75,223879,4.8,22.3,17.3,6.414215287935425
687,1303242,Holmegaard Hallen,Fensmark,370,Næstved Kommune,Næstvedkredsen,4700,12:05 06-06-2019,3232.0,1677.0,1555.0,0.0,30,4,0.5188737623762377,0.48112623762376244,0.0,373030,Næstved Fri Skole,Grundskoler,Friskoler og private grundskoler,7.9,7.9,12126.5,223879,4.8,22.3,17.3,6.414215287935425
688,1303194,Skelby Forsamlingshus,Skelby,370,Næstved Kommune,Næstvedkredsen,4700,11:58 06-06-2019,407.0,170.0,237.0,0.0,1,0,0.4176904176904177,0.5823095823095823,0.0,373030,Næstved Fri Skole,Grundskoler,Friskoler og private grundskoler,7.9,7.9,12126.5,223879,4.8,22.3,17.3,6.414215287935425
689,1303196,Herlufmagle-Hallen,Herlufmagle,370,Næstved Kommune,Næstvedkredsen,4700,10:18 06-06-2019,2078.0,1012.0,1066.0,0.0,16,13,0.4870067372473531,0.5129932627526467,0.0,373030,Næstved Fri Skole,Grundskoler,Friskoler og private grundskoler,7.9,7.9,12126.5,223879,4.8,22.3,17.3,6.414215287935425
690,1303164,Herlufsholmhallen,Herlufsholmhallen,370,Næstved Kommune,Næstvedkredsen,4700,17:57 06-06-2019,3730.0,1803.0,1927.0,0.0,26,9,0.4833780160857909,0.5166219839142091,0.0,373030,Næstved Fri Skole,Grundskoler,Friskoler og private grundskoler,7.9,7.9,12126.5,223879,4.8,22.3,17.3,6.414215287935425
691,1303202,Fuglebjerg-hallen,Fuglebjerg,370,Næstved Kommune,Næstvedkredsen,4250,11:46 06-06-2019,2757.0,1264.0,1492.0,1.0,22,9,0.45846935074356193,0.5411679361624956,0.0003627130939426914,307004,Hindholm Privatskole,Grundskoler,Friskoler og private grundskoler,6.0,6.6,8050.25,223879,4.8,22.3,17.3,6.414215287935425
692,1303204,Grønbro Hallen,Grønbro Hallen,370,Næstved Kommune,Næstvedkredsen,4250,09:32 06-06-2019,1275.0,597.0,677.0,1.0,11,4,0.4682352941176471,0.5309803921568628,0.000784313725490196,307004,Hindholm Privatskole,Grundskoler,Friskoler og private grundskoler,6.0,6.6,8050.25,223879,4.8,22.3,17.3,6.414215287935425
693,1303166,"Lille Næstved Skole, afd. Hyllinge",Lille Næstved Skole - Hyllinge,370,Næstved Kommune,Næstvedkredsen,4250,11:38 06-06-2019,1206.0,544.0,662.0,0.0,9,2,0.45107794361525705,0.548922056384743,0.0,307004,Hindholm Privatskole,Grundskoler,Friskoler og private grundskoler,6.0,6.6,8050.25,223879,4.8,22.3,17.3,6.414215287935425
694,1303148,"Ellebækskolen, afd. Kildemark (Indgang fra Kærmindevej)",Ellebækskolen - Kildemark,370,Næstved Kommune,Næstvedkredsen,4700,10:46 06-06-2019,3404.0,2090.0,1313.0,1.0,30,13,0.6139835487661575,0.38572267920094006,0.0002937720329024677,373018,Vor Frue Skole,Grundskoler,Friskoler og private grundskoler,8.0,7.6,12126.5,223879,4.8,22.3,17.3,6.414215287935425
695,1303150,"Kobberbakkeskolen, afd. Rønnebæk",Kobberbakkeskolen - Rønnebæk,370,Næstved Kommune,Næstvedkredsen,4700,11:24 06-06-2019,591.0,302.0,289.0,0.0,3,0,0.5109983079526227,0.4890016920473773,0.0,373018,Vor Frue Skole,Grundskoler,Friskoler og private grundskoler,8.0,7.6,12126.5,223879,4.8,22.3,17.3,6.414215287935425
696,1303158,"Ellebækskolen, afd. Kalbyris",Ellebækskolen - Kalbyris,370,Næstved Kommune,Næstvedkredsen,4700,12:08 06-06-2019,2207.0,1346.0,860.0,1.0,13,5,0.6098776619845945,0.38966923425464434,0.00045310376076121433,373018,Vor Frue Skole,Grundskoler,Friskoler og private grundskoler,8.0,7.6,12126.5,223879,4.8,22.3,17.3,6.414215287935425
697,1303162,Gl. Ridehus,Grønnegades Kaserne,370,Næstved Kommune,Næstvedkredsen,4700,15:23 06-06-2019,2475.0,1322.0,1153.0,0.0,26,15,0.5341414141414141,0.46585858585858586,0.0,373018,Vor Frue Skole,Grundskoler,Friskoler og private grundskoler,8.0,7.6,12126.5,223879,4.8,22.3,17.3,6.414215287935425
698,1303206,"Holmegaardskolen, afd. Holme-Olstrup",Holme-Olstrup,370,Næstved Kommune,Næstvedkredsen,4700,10:47 06-06-2019,977.0,454.0,523.0,0.0,14,2,0.4646878198567042,0.5353121801432958,0.0,373018,Vor Frue Skole,Grundskoler,Friskoler og private grundskoler,8.0,7.6,12126.5,223879,4.8,22.3,17.3,6.414215287935425
699,1303230,Arena Næstved - Hal 2,Arena Næstved,370,Næstved Kommune,Næstvedkredsen,4700,11:56 06-06-2019,3873.0,2261.0,1612.0,0.0,20,8,0.5837851794474568,0.4162148205525433,0.0,373018,Vor Frue Skole,Grundskoler,Friskoler og private grundskoler,8.0,7.6,12126.5,223879,4.8,22.3,17.3,6.414215287935425
700,1303192,"Lille Næstved Skole, afd. Karrebæk",Lille Næstved Skole - Karrebæk,370,Næstved Kommune,Næstvedkredsen,4700,12:10 06-06-2019,1929.0,917.0,1011.0,1.0,4,1,0.4753758424053914,0.5241057542768274,0.0005184033177812338,370001,Friskolen af 2008,Grundskoler,Friskoler og private grundskoler,4.8,4.9,12126.5,223879,4.8,22.3,17.3,6.414215287935425
701,1303226,"Kobberbakkeskolen, afd. Sct. Jørgen",Kobberbakkeskolen - Sct. Jørgen,370,Næstved Kommune,Næstvedkredsen,4700,11:20 06-06-2019,4132.0,2461.0,1670.0,1.0,28,9,0.5955953533397871,0.40416263310745404,0.0002420135527589545,370001,Friskolen af 2008,Grundskoler,Friskoler og private grundskoler,4.8,4.9,12126.5,223879,4.8,22.3,17.3,6.414215287935425
702,1303234,"Kobberbakkeskolden, afd. Sydby",Kobberbakkeskolen - Sydby,370,Næstved Kommune,Næstvedkredsen,4700,18:03 06-06-2019,2795.0,1745.0,1049.0,1.0,27,7,0.6243291592128801,0.37531305903398926,0.00035778175313059033,370001,Friskolen af 2008,Grundskoler,Friskoler og private grundskoler,4.8,4.9,12126.5,223879,4.8,22.3,17.3,6.414215287935425
703,1303240,"Lille Næstved Skole, afd. Karrebækvej",Lille Næstved Skole - Karrebækvej,370,Næstved Kommune,Næstvedkredsen,4700,10:46 06-06-2019,3108.0,1682.0,1426.0,0.0,11,8,0.5411840411840412,0.4588159588159588,0.0,370001,Friskolen af 2008,Grundskoler,Friskoler og private grundskoler,4.8,4.9,12126.5,223879,4.8,22.3,17.3,6.414215287935425
704,1303228,"Lille Næstved Skole, afd. Herlufsholmvej",Lille Næstved Skole - Herlufsholmvej,370,Næstved Kommune,Næstvedkredsen,4700,11:10 06-06-2019,2332.0,1205.0,1127.0,0.0,12,5,0.5167238421955404,0.4832761578044597,0.0,373024,Herlufsholm Skole og Gods,Grundskoler,Friskoler og private grundskoler,8.8,8.0,12126.5,223879,4.8,22.3,17.3,6.414215287935425
705,1277380,Brobyværk Kro,Brobyværk,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5672,12:01 06-06-2019,831.0,394.0,437.0,0.0,7,5,0.4741275571600481,0.5258724428399518,0.0,280117,Brobyskolerne,Grundskoler,Folkeskoler,6.8,6.5,6072.75,214986,5.5,14.9,11.3,3.8794228222946
706,1278250,X-huset,Vester Hæsinge,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5672,10:50 06-06-2019,650.0,272.0,378.0,0.0,6,0,0.41846153846153844,0.5815384615384616,0.0,280117,Brobyskolerne,Grundskoler,Folkeskoler,6.8,6.5,6072.75,214986,5.5,14.9,11.3,3.8794228222946
707,1277905,Hillerslev Landsbycenter,Hillerslev,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5750,10:41 06-06-2019,860.0,335.0,525.0,0.0,9,2,0.38953488372093026,0.6104651162790697,0.0,473011,Hjemly Friskole,Grundskoler,Friskoler og private grundskoler,7.7,7.4,7972.25,214986,5.5,14.9,11.3,3.8794228222946
708,1277742,Korinth Kulturhus,Korinth,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5750,11:12 06-06-2019,1249.0,617.0,632.0,0.0,16,4,0.49399519615692555,0.5060048038430744,0.0,473011,Hjemly Friskole,Grundskoler,Friskoler og private grundskoler,7.7,7.4,7972.25,214986,5.5,14.9,11.3,3.8794228222946
709,1276038,Espe Forsamlingshus,Espe,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5750,12:09 06-06-2019,918.0,388.0,530.0,0.0,8,2,0.4226579520697168,0.5773420479302832,0.0,473011,Hjemly Friskole,Grundskoler,Friskoler og private grundskoler,7.7,7.4,7972.25,214986,5.5,14.9,11.3,3.8794228222946
710,1277840,Forum Faaborg - Hal 2,Faaborg,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5600,12:22 06-06-2019,5283.0,2791.0,2492.0,0.0,38,24,0.5282983153511264,0.47170168464887385,0.0,280810,Øhavsskolen,Grundskoler,Folkeskoler,6.8,6.8,6983.75,214986,5.5,14.9,11.3,3.8794228222946
711,1277942,Damgaarden,Lyø,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5600,11:00 06-06-2019,62.0,23.0,39.0,0.0,1,1,0.3709677419354839,0.6290322580645161,0.0,280810,Øhavsskolen,Grundskoler,Folkeskoler,6.8,6.8,6983.75,214986,5.5,14.9,11.3,3.8794228222946
712,1276479,Avernakø Forsamlingshus,Avernakø,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5600,10:54 06-06-2019,77.0,47.0,30.0,0.0,0,0,0.6103896103896104,0.38961038961038963,0.0,280810,Øhavsskolen,Grundskoler,Folkeskoler,6.8,6.8,6983.75,214986,5.5,14.9,11.3,3.8794228222946
713,1276072,Horne Forsamlingshus,Horne,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5600,11:29 06-06-2019,1333.0,636.0,697.0,0.0,18,1,0.4771192798199549,0.5228807201800449,0.0,280810,Øhavsskolen,Grundskoler,Folkeskoler,6.8,6.8,6983.75,214986,5.5,14.9,11.3,3.8794228222946
714,1276716,Svanninge Sognegaard,Svanninge,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5600,11:35 06-06-2019,1438.0,667.0,771.0,0.0,12,2,0.4638386648122391,0.5361613351877607,0.0,280810,Øhavsskolen,Grundskoler,Folkeskoler,6.8,6.8,6983.75,214986,5.5,14.9,11.3,3.8794228222946
715,1278338,Nr. Broby Forsamlingshus,Nørre Broby,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5672,11:46 06-06-2019,1291.0,551.0,740.0,0.0,14,0,0.4268009295120062,0.5731990704879938,0.0,425005,Broby Fri- og Efterskole,Grundskoler,Friskoler og private grundskoler,7.7,7.3,6072.75,214986,5.5,14.9,11.3,3.8794228222946
716,1277774,Søllinge Forsamlingshus,Søllinge,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5863,12:00 06-06-2019,700.0,371.0,329.0,0.0,5,0,0.53,0.47,0.0,497005,Ferritslev Friskole,Grundskoler,Friskoler og private grundskoler,7.6,7.5,7354.0,214986,5.5,14.9,11.3,3.8794228222946
717,1278037,Ferritslev Fritidshus,Ferritslev,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5863,11:54 06-06-2019,1243.0,606.0,637.0,0.0,10,3,0.48753016894609824,0.512469831053902,0.0,497005,Ferritslev Friskole,Grundskoler,Friskoler og private grundskoler,7.6,7.5,7354.0,214986,5.5,14.9,11.3,3.8794228222946
718,1277516,Ryslinge Forsamlingshus,Ryslinge,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5750,12:01 06-06-2019,1523.0,846.0,677.0,0.0,19,1,0.5554826001313197,0.44451739986868016,0.0,473009,Tingagerskolen,Grundskoler,Folkeskoler,5.8,6.4,7972.25,214986,5.5,14.9,11.3,3.8794228222946
719,1275999,Carl Nielsen Hallen,Nr. Lyndelse,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5792,11:44 06-06-2019,2391.0,1153.0,1238.0,0.0,27,6,0.4822250104558762,0.5177749895441238,0.0,497006,Nr Lyndelse Friskole,Grundskoler,Friskoler og private grundskoler,8.0,7.8,9742.25,214986,5.5,14.9,11.3,3.8794228222946
720,1276861,Allested-Vejle Forsamlingshus,Allested-Vejle,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5792,11:29 06-06-2019,1069.0,464.0,605.0,0.0,10,3,0.43405051449953225,0.5659494855004678,0.0,497006,Nr Lyndelse Friskole,Grundskoler,Friskoler og private grundskoler,8.0,7.8,9742.25,214986,5.5,14.9,11.3,3.8794228222946
721,1275736,Midtfyns Fritidscenter,Ringe,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5750,12:04 06-06-2019,4903.0,2500.0,2403.0,0.0,47,9,0.5098919029165816,0.49010809708341824,0.0,473020,Nordagerskolen,Grundskoler,Folkeskoler,6.9,6.8,7972.25,214986,5.5,14.9,11.3,3.8794228222946
722,1276459,Bøgebjerghallen,Vester Aaby,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5762,10:58 06-06-2019,1144.0,593.0,551.0,0.0,10,1,0.5183566433566432,0.48164335664335656,0.0,427010,Vester Skerninge Friskole,Grundskoler,Friskoler og private grundskoler,7.5,7.6,8362.5,214986,5.5,14.9,11.3,3.8794228222946
723,1276241,Gislev Forsamlingshus,Gislev,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5854,11:39 06-06-2019,1288.0,624.0,664.0,0.0,10,3,0.484472049689441,0.515527950310559,0.0,477004,Gislev Friskole,Grundskoler,Friskoler og private grundskoler,8.5,8.1,5598.333333333332,214986,5.5,14.9,11.3,3.8794228222946
724,1275587,Kværndrup Forsamlingshus,Kværndrup,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5772,11:51 06-06-2019,1403.0,690.0,713.0,0.0,15,6,0.4918032786885246,0.5081967213114754,0.0,477006,Trunderup Friskole,Grundskoler,Friskoler og private grundskoler,5.9,6.1,6473.0,214986,5.5,14.9,11.3,3.8794228222946
725,1276794,Årslev Hallen,Årslev,430,Faaborg-Midtfyn Kommune,Faaborgkredsen,5792,10:58 06-06-2019,2969.0,1635.0,1334.0,0.0,28,5,0.5506904681711013,0.4493095318288986,0.0,497001,Broskolen,Grundskoler,Folkeskoler,7.1,7.0,9742.25,214986,5.5,14.9,11.3,3.8794228222946
726,1278218,Løve Skole,Gierslev,326,Kalundborg Kommune,Kalundborgkredsen,4200,09:57 06-06-2019,922.0,363.0,559.0,0.0,4,2,0.39370932754880694,0.6062906724511931,0.0,280393,Vestermose Natur- og Idrætsfriskole,Grundskoler,Friskoler og private grundskoler,6.7,6.9,12131.5,222710,5.7,22.0,16.4,5.3709847491191525
727,1275833,Reersø Kro,Reersø,326,Kalundborg Kommune,Kalundborgkredsen,4281,10:15 06-06-2019,432.0,199.0,233.0,0.0,7,1,0.46064814814814814,0.5393518518518519,0.0,309004,Vinde Helsinge Friskole,Grundskoler,Friskoler og private grundskoler,7.8,7.5,7094.25,222710,5.7,22.0,16.4,5.3709847491191525
728,1275579,Kr. Helsinge Forsamlingshus,Kr. Helsinge,326,Kalundborg Kommune,Kalundborgkredsen,4281,10:12 06-06-2019,1211.0,489.0,722.0,0.0,8,4,0.4037985136251033,0.5962014863748969,0.0,309004,Vinde Helsinge Friskole,Grundskoler,Friskoler og private grundskoler,7.8,7.5,7094.25,222710,5.7,22.0,16.4,5.3709847491191525
729,1275793,Rørbyhallen,Årby-Rørby,326,Kalundborg Kommune,Kalundborgkredsen,4400,10:45 06-06-2019,2142.0,906.0,1236.0,0.0,24,10,0.42296918767507,0.5770308123249299,0.0,323013,Kalundborg Friskole,Grundskoler,Friskoler og private grundskoler,6.9,7.4,9062.25,222710,5.7,22.0,16.4,5.3709847491191525
730,1276981,Kalundborg Hallerne Ing.D Torvet,Kalundborghallen,326,Kalundborg Kommune,Kalundborgkredsen,4400,12:15 06-06-2019,2441.0,1231.0,1210.0,0.0,15,20,0.5043015157722245,0.4956984842277755,0.0,323003,Rynkevangskolen,Grundskoler,Folkeskoler,4.8,5.7,9062.25,222710,5.7,22.0,16.4,5.3709847491191525
731,1276509,Rynkevanghallen,Rynkevang,326,Kalundborg Kommune,Kalundborgkredsen,4400,11:15 06-06-2019,2020.0,1083.0,935.0,2.0,17,15,0.5361386138613862,0.4628712871287129,0.0009900990099009901,323003,Rynkevangskolen,Grundskoler,Folkeskoler,4.8,5.7,9062.25,222710,5.7,22.0,16.4,5.3709847491191525
732,1275622,Gørlevhallen,Gørlev,326,Kalundborg Kommune,Kalundborgkredsen,4281,11:16 06-06-2019,1902.0,839.0,1062.0,1.0,14,14,0.4411146161934805,0.5583596214511041,0.0005257623554153522,309001,Gørlev Skole,Grundskoler,Folkeskoler,5.1,5.5,7094.25,222710,5.7,22.0,16.4,5.3709847491191525
733,1277711,Sejerø Skole,Sejerø,326,Kalundborg Kommune,Kalundborgkredsen,4540,12:07 06-06-2019,246.0,131.0,115.0,0.0,5,0,0.532520325203252,0.46747967479674796,0.0,305011,Fårevejle Fri-  og Efterskole,Grundskoler,Friskoler og private grundskoler,7.4,7.2,9104.0,222710,5.7,22.0,16.4,5.3709847491191525
734,1276110,Raklev Sognegård,Raklev,326,Kalundborg Kommune,Kalundborgkredsen,4400,11:58 06-06-2019,2955.0,1345.0,1609.0,1.0,20,10,0.45516074450084604,0.5445008460236886,0.00033840947546531303,323001,Nyrupskolen,Grundskoler,Folkeskoler,7.4,7.2,9062.25,222710,5.7,22.0,16.4,5.3709847491191525
735,1278124,Røsnæs Skole,Røsnæs,326,Kalundborg Kommune,Kalundborgkredsen,4400,09:50 06-06-2019,574.0,266.0,308.0,0.0,3,2,0.4634146341463415,0.5365853658536586,0.0,323001,Nyrupskolen,Grundskoler,Folkeskoler,7.4,7.2,9062.25,222710,5.7,22.0,16.4,5.3709847491191525
736,1277643,Ældrecenter Vesterlunden,Snertinge,326,Kalundborg Kommune,Kalundborgkredsen,4591,10:57 06-06-2019,2169.0,1000.0,1169.0,0.0,15,8,0.46104195481788846,0.5389580451821115,0.0,301008,Højbo Friskole,Grundskoler,Friskoler og private grundskoler,7.5,7.3,7079.0,222710,5.7,22.0,16.4,5.3709847491191525
737,1277030,Musisk Skole,Ulshøj,326,Kalundborg Kommune,Kalundborgkredsen,4400,11:28 06-06-2019,2373.0,1275.0,1097.0,1.0,19,12,0.5372945638432364,0.46228402865571006,0.00042140750105351877,323016,Skolen på Herredsåsen,Grundskoler,Folkeskoler,5.9,6.3,9062.25,222710,5.7,22.0,16.4,5.3709847491191525
738,1276287,Tømmeruphallen,Tømmerup,326,Kalundborg Kommune,Kalundborgkredsen,4400,10:52 06-06-2019,983.0,413.0,569.0,1.0,11,3,0.4201424211597152,0.5788402848423194,0.001017293997965412,323010,Tømmerup Fri- og Efterskole,Grundskoler,Friskoler og private grundskoler,6.6,7.1,9062.25,222710,5.7,22.0,16.4,5.3709847491191525
739,1278217,Høng Skole,Høng,326,Kalundborg Kommune,Kalundborgkredsen,4270,12:22 06-06-2019,3160.0,1418.0,1742.0,0.0,27,15,0.4487341772151899,0.5512658227848102,0.0,319007,Høng Privatskole,Grundskoler,Friskoler og private grundskoler,7.0,6.9,8918.25,222710,5.7,22.0,16.4,5.3709847491191525
740,1277511,Svebøllehallen,Svebølle,326,Kalundborg Kommune,Kalundborgkredsen,4470,11:59 06-06-2019,2788.0,1355.0,1430.0,3.0,29,6,0.48601147776183634,0.512912482065997,0.0010760401721664273,301007,Svebølle Skole,Grundskoler,Folkeskoler,4.9,5.6,8494.0,222710,5.7,22.0,16.4,5.3709847491191525
741,1276357,Ubby Forsamlingshus,Ubby,326,Kalundborg Kommune,Kalundborgkredsen,4490,11:09 06-06-2019,1890.0,815.0,1073.0,2.0,15,7,0.4312169312169312,0.5677248677248677,0.0010582010582010583,317006,Friskolen og Idrætsefterskolen Ubby,Grundskoler,Friskoler og private grundskoler,6.5,6.6,6735.75,222710,5.7,22.0,16.4,5.3709847491191525
742,1275621,Svallerup Forsamlingshus,Svallerup,326,Kalundborg Kommune,Kalundborgkredsen,4490,10:19 06-06-2019,842.0,367.0,475.0,0.0,2,1,0.4358669833729216,0.5641330166270784,0.0,317006,Friskolen og Idrætsefterskolen Ubby,Grundskoler,Friskoler og private grundskoler,6.5,6.6,6735.75,222710,5.7,22.0,16.4,5.3709847491191525
743,1276979,Buerup Forsamlingshus,Buerup,326,Kalundborg Kommune,Kalundborgkredsen,4270,10:23 06-06-2019,1177.0,543.0,634.0,0.0,11,6,0.4613423959218352,0.5386576040781649,0.0,319010,Sæby-Hallenslev Friskole,Grundskoler,Friskoler og private grundskoler,7.6,7.5,8918.25,222710,5.7,22.0,16.4,5.3709847491191525
744,1299704,Vestermose Skole,Vestermose,330,Slagelse Kommune,Slagelsekredsen,4200,11:55 06-06-2019,881.0,300.0,581.0,0.0,3,0,0.340522133938706,0.659477866061294,0.0,280393,Vestermose Natur- og Idrætsfriskole,Grundskoler,Friskoler og private grundskoler,6.7,6.9,12131.5,216819,8.8,26.2,16.6,9.22626389126076
745,1299660,Hashøjskolen,Slots Bjergby,330,Slagelse Kommune,Slagelsekredsen,4200,11:53 06-06-2019,1112.0,455.0,657.0,0.0,7,2,0.4091726618705036,0.5908273381294964,0.0,333015,Antvorskov Skole,Grundskoler,Folkeskoler,7.3,6.9,12131.5,216819,8.8,26.2,16.6,9.22626389126076
746,1299762,Antvorskov Skole,Antvorskov,330,Slagelse Kommune,Slagelsekredsen,4200,13:38 06-06-2019,3448.0,1672.0,1775.0,1.0,24,6,0.48491879350348027,0.5147911832946636,0.0002900232018561485,333015,Antvorskov Skole,Grundskoler,Folkeskoler,7.3,6.9,12131.5,216819,8.8,26.2,16.6,9.22626389126076
747,1299664,Boeslunde Hallen,Boeslunde,330,Slagelse Kommune,Slagelsekredsen,4242,11:01 06-06-2019,903.0,344.0,559.0,0.0,10,3,0.38095238095238093,0.6190476190476191,0.0,331008,Lille Egede Friskole,Grundskoler,Friskoler og private grundskoler,8.0,7.8,6661.0,216819,8.8,26.2,16.6,9.22626389126076
748,1299750,Magleby Forsamlingshus,Magleby,330,,Slagelsekredsen,4230,09:09 06-06-2019,319.0,129.0,189.0,1.0,3,0,0.4043887147335423,0.5924764890282131,0.003134796238244514,331003,Eggeslevmagle Skole,Grundskoler,Folkeskoler,7.6,6.5,9134.0,216819,8.8,26.2,16.6,9.22626389126076
749,1299760,Tjæreby Forsamlingshus,Tjæreby,330,,Slagelsekredsen,4230,09:17 06-06-2019,441.0,188.0,253.0,0.0,5,1,0.42630385487528344,0.5736961451247166,0.0,331003,Eggeslevmagle Skole,Grundskoler,Folkeskoler,7.6,6.5,9134.0,216819,8.8,26.2,16.6,9.22626389126076
750,1299764,Eggeslevmagle Forsamlingshus,Eggeslevmagle,330,,Slagelsekredsen,4230,09:16 06-06-2019,272.0,116.0,156.0,0.0,0,1,0.4264705882352941,0.5735294117647058,0.0,331003,Eggeslevmagle Skole,Grundskoler,Folkeskoler,7.6,6.5,9134.0,216819,8.8,26.2,16.6,9.22626389126076
751,1299756,Eggeslevmagle Skole,Skælskør Øst,330,Slagelse Kommune,Slagelsekredsen,4230,13:31 06-06-2019,1757.0,785.0,972.0,0.0,6,6,0.44678429140580533,0.5532157085941947,0.0,331003,Eggeslevmagle Skole,Grundskoler,Folkeskoler,7.6,6.5,9134.0,216819,8.8,26.2,16.6,9.22626389126076
