,institutionsnummer,karakter,soc_ref,beliggenhedskommunenr,lat,lon,postnr,student_count,navn,institutionstype2,institutionstype3,coordinates,postnavn,komnavn,year,salgspris,disindk,langledig,kriminelitet,lavindk,skilsmisser
307,259005,7.0,6.7,259,55.5022072713651,12.1147631942322,4623,240.0,Højelse Skole,Grundskoler,Folkeskoler,"(55.5022072713651, 12.1147631942322)",Lille Skensved,Køge Kommune,2015,14564.0,221728.0,0.9583333333333336,2.8,14.8,17.4
308,267003,6.0,6.4,259,55.4926759003305,12.0663506427093,4623,488.0,Ejby Skole,Grundskoler,Folkeskoler,"(55.4926759003305, 12.0663506427093)",Lille Skensved,Køge Kommune,2015,14564.0,221728.0,0.9583333333333336,2.8,14.8,17.4
309,261001,8.0,7.9,350,55.601990660245285,11.964887639763901,4320,660.0,Allerslev Skole,Grundskoler,Folkeskoler,"(55.60199066024529, 11.964887639763901)",Lejre,Lejre Kommune,2015,14979.0,238443.0,0.5416666666666666,1.6,11.2,14.7
310,261002,6.8,6.6,350,55.561996266852205,11.9627856571647,4320,234.0,Osted Skole,Grundskoler,Folkeskoler,"(55.561996266852205, 11.9627856571647)",Lejre,Lejre Kommune,2015,14979.0,238443.0,0.5416666666666666,1.6,11.2,14.7
311,263001,7.4,7.5,265,55.56920246564101,12.091540697949801,4621,491.0,Gadstrup Skole,Grundskoler,Folkeskoler,"(55.569202465641006, 12.091540697949801)",Gadstrup,Roskilde Kommune,2015,11988.0,242144.0,0.7666666666666667,3.6,17.4,14.7
312,263003,8.2,7.9,265,55.56156698173979,12.025155262678,4130,198.0,Viby Friskole,Grundskoler,Friskoler og private grundskoler,"(55.561566981739794, 12.025155262678)",Viby Sjælland,Roskilde Kommune,2015,12725.0,242144.0,0.7666666666666667,3.6,17.4,14.7
313,267001,7.0,6.5,259,55.4507188534702,12.0343328617438,4632,619.0,Skovboskolen,Grundskoler,Folkeskoler,"(55.4507188534702, 12.0343328617438)",Bjæverskov,Køge Kommune,2015,12511.0,221728.0,0.9583333333333336,2.8,14.8,17.4
314,267005,6.1,6.6,259,55.460689092383795,12.056645616287598,4632,303.0,Vemmedrupskolen,Grundskoler,Folkeskoler,"(55.460689092383795, 12.056645616287598)",Bjæverskov,Køge Kommune,2015,12511.0,221728.0,0.9583333333333336,2.8,14.8,17.4
315,267002,8.3,7.7,259,55.4985280438289,11.974807573638001,4140,686.0,Borup Skole,Grundskoler,Folkeskoler,"(55.4985280438289, 11.974807573638001)",Borup,Køge Kommune,2015,14223.0,221728.0,0.9583333333333336,2.8,14.8,17.4
316,267008,8.5,7.9,259,55.4899239125286,11.971681468588901,4140,198.0,Borup Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.4899239125286, 11.971681468588901)",Borup,Køge Kommune,2015,14223.0,221728.0,0.9583333333333336,2.8,14.8,17.4
317,267300,6.7,7.0,259,55.4470743807749,11.956741402569099,4100,111.0,Skovbo Efterskole,Efterskoler,Efterskoler,"(55.4470743807749, 11.956741402569099)",Ringsted,Køge Kommune,2015,11978.0,221728.0,0.9583333333333336,2.8,14.8,17.4
318,269001,6.6,6.9,269,55.5474108362534,12.129555089205198,4622,534.0,Havdrup Skole,Grundskoler,Folkeskoler,"(55.5474108362534, 12.129555089205198)",Havdrup,Solrød Kommune,2015,14401.0,263333.0,0.6333333333333332,1.8,11.8,15.1
319,269007,7.7,7.4,269,55.540553716992704,12.217852838605197,2680,868.0,Munkekærskolen,Grundskoler,Folkeskoler,"(55.540553716992704, 12.217852838605198)",Solrød Strand,Solrød Kommune,2015,19209.0,263333.0,0.6333333333333332,1.8,11.8,15.1
320,269009,8.9,8.3,269,55.5365196699162,12.1885558225471,2680,237.0,Køge Bugt Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.5365196699162, 12.1885558225471)",Solrød Strand,Solrød Kommune,2015,19209.0,263333.0,0.6333333333333332,1.8,11.8,15.1
321,271001,5.7,6.0,336,55.345358072885894,12.2384607008639,4652,509.0,Hotherskolen,Grundskoler,Folkeskoler,"(55.345358072885894, 12.2384607008639)",Hårlev,Stevns Kommune,2015,8690.0,217194.0,0.9583333333333336,1.9,12.6,17.1
322,271002,7.5,7.1,336,55.400752307354004,12.2625994728878,4671,786.0,Strøbyskolen,Grundskoler,Folkeskoler,"(55.400752307354004, 12.2625994728878)",Strøby,Stevns Kommune,2015,,217194.0,0.9583333333333336,1.9,12.6,17.1
323,280038,5.7,5.8,320,55.272149664601095,12.243205264848699,4640,152.0,Spjellerup Friskole,Grundskoler,Friskoler og private grundskoler,"(55.272149664601095, 12.243205264848699)",Faxe,Faxe Kommune,2015,6224.0,207107.0,0.8250000000000001,4.0,16.6,17.6
324,280042,6.2,6.0,376,54.79038758650471,11.944493706278601,4800,38.0,Falster Efterskole,Efterskoler,Efterskoler,"(54.79038758650471, 11.944493706278601)",Nykøbing F,Guldborgsund Kommune,2015,7722.0,193790.0,1.0416666666666667,5.7,23.0,13.0
325,369002,6.0,6.4,376,54.774043340666196,11.8777343826404,4800,756.0,Sophieskolen,Grundskoler,Folkeskoler,"(54.774043340666196, 11.8777343826404)",Nykøbing F,Guldborgsund Kommune,2015,7722.0,193790.0,1.0416666666666667,5.7,23.0,13.0
326,369005,6.9,6.8,376,54.76215336857929,11.8448932741895,4800,548.0,SUNDskolen,Grundskoler,Folkeskoler,"(54.76215336857929, 11.8448932741895)",Nykøbing F,Guldborgsund Kommune,2015,7722.0,193790.0,1.0416666666666667,5.7,23.0,13.0
327,369008,8.1,7.5,376,54.7602505254327,11.879190402562802,4800,520.0,Østre Skole,Grundskoler,Folkeskoler,"(54.7602505254327, 11.879190402562802)",Nykøbing F,Guldborgsund Kommune,2015,7722.0,193790.0,1.0416666666666667,5.7,23.0,13.0
328,369009,4.9,5.5,376,54.7536461205954,11.893968232592304,4800,336.0,Lindeskovskolen,Grundskoler,Folkeskoler,"(54.7536461205954, 11.893968232592302)",Nykøbing F,Guldborgsund Kommune,2015,7722.0,193790.0,1.0416666666666667,5.7,23.0,13.0
329,369010,8.4,8.1,376,54.7686387046545,11.872371339498901,4800,355.0,Nykøbing F Realskole,Grundskoler,Friskoler og private grundskoler,"(54.7686387046545, 11.872371339498901)",Nykøbing F,Guldborgsund Kommune,2015,7722.0,193790.0,1.0416666666666667,5.7,23.0,13.0
330,369011,7.0,7.2,376,54.764186054759996,11.877534851616304,4800,326.0,Sct. Joseph Søstrenes Skole,Grundskoler,Friskoler og private grundskoler,"(54.764186054759996, 11.877534851616302)",Nykøbing F,Guldborgsund Kommune,2015,7722.0,193790.0,1.0416666666666667,5.7,23.0,13.0
331,369018,7.5,7.2,376,54.801920379220704,11.8826732292291,4800,522.0,Nordbyskolen,Grundskoler,Folkeskoler,"(54.801920379220704, 11.8826732292291)",Nykøbing F,Guldborgsund Kommune,2015,7722.0,193790.0,1.0416666666666667,5.7,23.0,13.0
332,391002,6.7,6.8,376,54.8004954460264,11.9926354245102,4800,192.0,Møllebakkeskolen,Grundskoler,Folkeskoler,"(54.8004954460264, 11.9926354245102)",Nykøbing F,Guldborgsund Kommune,2015,7722.0,193790.0,1.0416666666666667,5.7,23.0,13.0
333,280055,7.8,7.8,306,55.88754437915879,11.6234432925248,4572,130.0,Nr. Asmindrup Friskole,Grundskoler,Friskoler og private grundskoler,"(55.88754437915879, 11.6234432925248)",Nørre Asmindrup,Odsherred Kommune,2015,,198086.0,1.0583333333333333,3.5,19.0,15.6
334,280056,4.8,5.0,766,55.824314816377495,10.088490651687,7130,33.0,Phønix Efterskole,Efterskoler,Efterskoler,"(55.824314816377495, 10.088490651687)",Juelsminde,Hedensted Kommune,2015,9749.0,218083.0,0.3583333333333332,2.2,11.1,12.7
335,619007,6.7,6.7,766,55.7119824207895,9.98601552587206,7130,568.0,Juelsminde Skole,Grundskoler,Folkeskoler,"(55.7119824207895, 9.98601552587206)",Juelsminde,Hedensted Kommune,2015,9749.0,218083.0,0.3583333333333332,2.2,11.1,12.7
336,619300,7.8,7.9,766,55.7137165432324,9.98899595201069,7130,181.0,Hellebjerg Idrætsefterskole,Efterskoler,Efterskoler,"(55.7137165432324, 9.98899595201069)",Juelsminde,Hedensted Kommune,2015,9749.0,218083.0,0.3583333333333332,2.2,11.1,12.7
337,280113,7.4,6.9,479,55.0737552737478,10.6383485987165,5700,724.0,Nymarkskolen,Grundskoler,Folkeskoler,"(55.0737552737478, 10.6383485987165)",Svendborg,Svendborg Kommune,2015,10446.0,207099.0,0.9833333333333335,3.2,18.2,14.5
338,280139,7.0,7.2,479,55.040167411014004,10.6152332405109,5700,810.0,Tåsingeskolen,Grundskoler,Folkeskoler,"(55.040167411014004, 10.6152332405109)",Svendborg,Svendborg Kommune,2015,10446.0,207099.0,0.9833333333333335,3.2,18.2,14.5
339,479008,7.2,7.5,479,55.03856750127271,10.54058376122,5700,556.0,Rantzausminde Skole,Grundskoler,Folkeskoler,"(55.03856750127271, 10.54058376122)",Svendborg,Svendborg Kommune,2015,10446.0,207099.0,0.9833333333333335,3.2,18.2,14.5
340,479013,7.6,7.6,479,55.062574581720504,10.604334538143199,5700,492.0,Haahrs Skole,Grundskoler,Friskoler og private grundskoler,"(55.062574581720504, 10.604334538143199)",Svendborg,Svendborg Kommune,2015,10446.0,207099.0,0.9833333333333335,3.2,18.2,14.5
341,479300,6.3,7.0,479,55.0601705882421,10.649937603971699,5700,105.0,Svendborg Medie & Sportsefterskole,Efterskoler,Efterskoler,"(55.0601705882421, 10.649937603971699)",Svendborg,Svendborg Kommune,2015,10446.0,207099.0,0.9833333333333335,3.2,18.2,14.5
342,280117,7.2,6.6,430,55.2295431578787,10.252286121863301,5672,469.0,Brobyskolerne,Grundskoler,Folkeskoler,"(55.2295431578787, 10.252286121863301)",Broby,Faaborg-Midtfyn Kommune,2015,5586.0,201163.0,0.8250000000000001,1.7,12.1,14.3
343,425005,7.1,7.3,430,55.2505106193776,10.2212601276176,5672,199.0,Broby Fri- og Efterskole,Grundskoler,Friskoler og private grundskoler,"(55.2505106193776, 10.2212601276176)",Broby,Faaborg-Midtfyn Kommune,2015,5586.0,201163.0,0.8250000000000001,1.7,12.1,14.3
344,425300,5.1,6.0,430,55.2505106193776,10.2212601276176,5672,109.0,Broby Fri- og Efterskole,Efterskoler,Efterskoler,"(55.2505106193776, 10.2212601276176)",Broby,Faaborg-Midtfyn Kommune,2015,5586.0,201163.0,0.8250000000000001,1.7,12.1,14.3
345,280121,7.1,7.0,210,55.9333170210966,12.501172604370199,2990,805.0,Nivå Skole,Grundskoler,Folkeskoler,"(55.9333170210966, 12.501172604370199)",Nivå,Fredensborg Kommune,2015,19731.0,268065.0,0.8500000000000002,2.2,15.4,16.2
346,280122,6.9,6.9,210,55.9096863554127,12.489140462163599,2980,705.0,Kokkedal Skole,Grundskoler,Folkeskoler,"(55.9096863554127, 12.489140462163599)",Kokkedal,Fredensborg Kommune,2015,16986.0,268065.0,0.8500000000000002,2.2,15.4,16.2
347,280135,7.0,6.8,479,55.074133645528796,10.448997895481499,5762,355.0,Vestermarkskolen,Grundskoler,Folkeskoler,"(55.074133645528796, 10.448997895481499)",Vester Skerninge,Svendborg Kommune,2015,8394.0,207099.0,0.9833333333333335,3.2,18.2,14.5
348,427010,7.3,7.5,479,55.0746750252811,10.435302164302,5762,221.0,Vester Skerninge Friskole,Grundskoler,Friskoler og private grundskoler,"(55.0746750252811, 10.435302164302)",Vester Skerninge,Svendborg Kommune,2015,8394.0,207099.0,0.9833333333333335,3.2,18.2,14.5
349,280136,6.4,6.5,479,55.132424622880706,10.5022666150997,5771,428.0,Issø-skolen,Grundskoler,Folkeskoler,"(55.132424622880706, 10.5022666150997)",Stenstrup,Svendborg Kommune,2015,6561.0,207099.0,0.9833333333333335,3.2,18.2,14.5
350,280137,6.7,6.7,479,55.152583961181094,10.708214257051901,5884,489.0,Stokkebækskolen,Grundskoler,Folkeskoler,"(55.152583961181094, 10.708214257051901)",Gudme,Svendborg Kommune,2015,,207099.0,0.9833333333333335,3.2,18.2,14.5
351,280138,7.2,7.1,479,55.09533562209022,10.6876733611968,5881,420.0,Skårup Skole,Grundskoler,Folkeskoler,"(55.095335622090204, 10.6876733611968)",Skårup Fyn,Svendborg Kommune,2015,9072.0,207099.0,0.9833333333333335,3.2,18.2,14.5
352,479016,7.0,7.3,479,55.098403316130295,10.703491953607301,5881,204.0,Øster Åby Friskole,Grundskoler,Friskoler og private grundskoler,"(55.098403316130295, 10.703491953607301)",Skårup Fyn,Svendborg Kommune,2015,9072.0,207099.0,0.9833333333333335,3.2,18.2,14.5
353,280140,7.7,7.4,370,55.3492093888418,11.8123528924806,4160,146.0,Tybjerg Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.3492093888418, 11.8123528924806)",Herlufmagle,Næstved Kommune,2015,5176.0,210156.0,1.1666666666666663,3.3,17.4,17.4
354,280161,7.1,6.8,820,56.9587267508212,9.354247577682,9670,182.0,Toppedalskolen,Grundskoler,Folkeskoler,"(56.9587267508212, 9.354247577682)",Løgstør,Vesthimmerlands Kommune,2015,6160.0,192756.0,0.916666666666667,3.0,18.1,15.2
355,827002,7.3,6.7,820,56.95805068681379,9.24950254281192,9670,448.0,Løgstør Skole,Grundskoler,Folkeskoler,"(56.95805068681379, 9.24950254281192)",Løgstør,Vesthimmerlands Kommune,2015,6160.0,192756.0,0.916666666666667,3.0,18.1,15.2
356,280166,7.3,7.3,219,55.910731865883,12.1555885046992,3320,677.0,Kornmarkskolen,Grundskoler,Folkeskoler,"(55.910731865883, 12.1555885046992)",Skævinge,Hillerød Kommune,2015,13178.0,251272.0,0.6833333333333332,4.0,13.3,15.7
357,280186,7.5,7.6,155,55.595554994484104,12.6372393011621,2791,774.0,St. Magleby Skole,Grundskoler,Folkeskoler,"(55.595554994484104, 12.6372393011621)",Dragør,Dragør Kommune,2015,24971.0,289465.0,0.7916666666666666,0.9,10.5,7.5
358,280187,8.1,7.9,155,55.59360699999999,12.669817,2791,1108.0,Dragør Skole,Grundskoler,Folkeskoler,"(55.59360699999999, 12.669817)",Dragør,Dragør Kommune,2015,24971.0,289465.0,0.7916666666666666,0.9,10.5,7.5
359,280189,6.0,6.2,575,55.482036801275704,9.01940415316144,6650,568.0,Brørupskolen,Grundskoler,Folkeskoler,"(55.482036801275704, 9.01940415316144)",Brørup,Vejen Kommune,2015,5206.0,203630.0,0.5499999999999999,2.9,13.6,13.2
360,280198,6.2,6.7,260,55.956682499800394,11.8553042626664,3390,832.0,Hundested Skole,Grundskoler,Folkeskoler,"(55.956682499800394, 11.8553042626664)",Hundested,Halsnæs Kommune,2015,9701.0,210450.0,0.8750000000000003,3.3,16.7,16.4
361,280206,7.1,6.5,461,55.3595675999005,10.37923659094,5260,87.0,Fyns Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.3595675999005, 10.37923659094)",Odense S,Odense Kommune,2015,12347.0,201180.0,1.45,5.4,25.3,15.4
362,461003,5.9,6.0,461,55.3582541316934,10.3795727255795,5260,580.0,Dalumskolen,Grundskoler,Folkeskoler,"(55.3582541316934, 10.3795727255795)",Odense S,Odense Kommune,2015,12347.0,201180.0,1.45,5.4,25.3,15.4
363,461007,7.1,6.9,461,55.3611532303063,10.3994059227823,5260,551.0,Hjalleseskolen,Grundskoler,Folkeskoler,"(55.3611532303063, 10.3994059227823)",Odense S,Odense Kommune,2015,12347.0,201180.0,1.45,5.4,25.3,15.4
364,461009,6.8,6.5,461,55.332948816895104,10.4412336415434,5260,431.0,Højby Skole,Grundskoler,Folkeskoler,"(55.332948816895104, 10.4412336415434)",Odense S,Odense Kommune,2015,12347.0,201180.0,1.45,5.4,25.3,15.4
365,461026,7.7,7.6,461,55.3357068850455,10.3453907026905,5260,407.0,Skt Klemensskolen,Grundskoler,Folkeskoler,"(55.3357068850455, 10.3453907026905)",Odense S,Odense Kommune,2015,12347.0,201180.0,1.45,5.4,25.3,15.4
366,461041,7.7,7.8,461,55.338323032051704,10.4321061313356,5260,214.0,Højby Friskole,Grundskoler,Friskoler og private grundskoler,"(55.338323032051704, 10.4321061313356)",Odense S,Odense Kommune,2015,12347.0,201180.0,1.45,5.4,25.3,15.4
367,461047,8.2,8.0,461,55.3311507004373,10.3275909933975,5260,208.0,Ådalskolen,Grundskoler,Friskoler og private grundskoler,"(55.3311507004373, 10.3275909933975)",Odense S,Odense Kommune,2015,12347.0,201180.0,1.45,5.4,25.3,15.4
368,461068,6.2,6.7,461,55.362044051596,10.399682588502301,5260,224.0,Lilleskolen Odense,Grundskoler,Friskoler og private grundskoler,"(55.362044051596, 10.399682588502301)",Odense S,Odense Kommune,2015,12347.0,201180.0,1.45,5.4,25.3,15.4
369,280207,6.5,6.7,860,57.460462192644215,9.869841401433519,9800,98.0,Friskolen Skallerup,Grundskoler,Friskoler og private grundskoler,"(57.46046219264421, 9.869841401433519)",Hjørring,Hjørring Kommune,2015,8201.0,201501.0,0.6666666666666666,3.3,17.7,14.5
370,280227,5.5,5.7,860,57.428114166788795,10.083887999322501,9800,63.0,Lørslev Friskole,Grundskoler,Friskoler og private grundskoler,"(57.428114166788795, 10.083887999322501)",Hjørring,Hjørring Kommune,2015,8201.0,201501.0,0.6666666666666666,3.3,17.7,14.5
371,821011,7.9,7.4,860,57.45682051533711,9.996538509039368,9800,672.0,Hjørring Private Realskole,Grundskoler,Friskoler og private grundskoler,"(57.45682051533711, 9.996538509039368)",Hjørring,Hjørring Kommune,2015,8201.0,201501.0,0.6666666666666666,3.3,17.7,14.5
372,821300,5.2,6.2,860,57.43658552018379,9.97095647545876,9800,81.0,Halvorsminde Efterskole og Halvor Fri Fagskole,Efterskoler,Efterskoler,"(57.43658552018379, 9.97095647545876)",Hjørring,Hjørring Kommune,2015,8201.0,201501.0,0.6666666666666666,3.3,17.7,14.5
373,280210,6.8,6.8,376,54.742835057149286,11.959542377034099,4872,221.0,Idestrup Privatskole,Grundskoler,Friskoler og private grundskoler,"(54.74283505714929, 11.959542377034099)",Idestrup,Guldborgsund Kommune,2015,5904.0,193790.0,1.0416666666666667,5.7,23.0,13.0
374,280218,6.7,7.0,621,55.3535831854593,9.357460458510161,6070,149.0,Stepping Friskole,Grundskoler,Friskoler og private grundskoler,"(55.3535831854593, 9.357460458510161)",Christiansfeld,Kolding Kommune,2015,5427.0,216806.0,0.75,4.2,17.6,14.7
375,509011,8.4,8.1,621,55.361538731496104,9.532619085990287,6070,87.0,Aller Friskole,Grundskoler,Friskoler og private grundskoler,"(55.361538731496104, 9.532619085990289)",Christiansfeld,Kolding Kommune,2015,5427.0,216806.0,0.75,4.2,17.6,14.7
376,509013,7.4,6.8,621,55.354696635980304,9.4859702041471,6070,506.0,Christiansfeld Skole,Grundskoler,Folkeskoler,"(55.354696635980304, 9.4859702041471)",Christiansfeld,Kolding Kommune,2015,5427.0,216806.0,0.75,4.2,17.6,14.7
377,280239,6.3,6.3,510,55.2474362680449,9.31194134912746,6500,987.0,Lagoniskolen,Grundskoler,Folkeskoler,"(55.2474362680449, 9.31194134912746)",Vojens,Haderslev Kommune,2015,6247.0,198173.0,0.7583333333333333,2.9,19.6,14.9
378,543301,6.7,7.1,510,55.2463238129436,9.29397342875867,6500,171.0,Vojens Gymnastik- og Idrætsefterskole,Efterskoler,Efterskoler,"(55.2463238129436, 9.29397342875867)",Vojens,Haderslev Kommune,2015,6247.0,198173.0,0.7583333333333333,2.9,19.6,14.9
379,280240,7.6,7.4,510,55.26176115767329,9.50837183797414,6100,825.0,Fællesskolen Favrdal-Fjelstrup,Grundskoler,Folkeskoler,"(55.26176115767329, 9.50837183797414)",Haderslev,Haderslev Kommune,2015,8523.0,198173.0,0.7583333333333333,2.9,19.6,14.9
380,280242,7.1,6.9,510,55.2454520533236,9.48847157313466,6100,952.0,Sønder Otting Skole,Grundskoler,Folkeskoler,"(55.2454520533236, 9.48847157313466)",Haderslev,Haderslev Kommune,2015,8523.0,198173.0,0.7583333333333333,2.9,19.6,14.9
381,515014,7.2,7.6,510,55.2577950070068,9.492801471232287,6100,581.0,Haderslev Realskole,Grundskoler,Friskoler og private grundskoler,"(55.2577950070068, 9.492801471232289)",Haderslev,Haderslev Kommune,2015,8523.0,198173.0,0.7583333333333333,2.9,19.6,14.9
382,515015,6.0,6.3,510,55.243394946300704,9.492465217102687,6100,157.0,Deutsche Schule Hadersleben,Grundskoler,Friskoler og private grundskoler,"(55.243394946300704, 9.492465217102689)",Haderslev,Haderslev Kommune,2015,8523.0,198173.0,0.7583333333333333,2.9,19.6,14.9
383,515018,7.9,7.9,510,55.25528724899,9.48706946917307,6100,208.0,Haderslev Kristne Friskole,Grundskoler,Friskoler og private grundskoler,"(55.25528724899, 9.48706946917307)",Haderslev,Haderslev Kommune,2015,8523.0,198173.0,0.7583333333333333,2.9,19.6,14.9
384,515302,7.8,7.7,510,55.182844175830496,9.45900975745263,6100,95.0,Hoptrup Efterskole,Efterskoler,Efterskoler,"(55.182844175830496, 9.45900975745263)",Haderslev,Haderslev Kommune,2015,8523.0,198173.0,0.7583333333333333,2.9,19.6,14.9
385,280307,6.8,7.0,751,56.189210168742285,10.2222200663227,8240,91.0,Risskov Efterskole & Sansestormerne,Efterskoler,Efterskoler,"(56.18921016874229, 10.2222200663227)",Risskov,Aarhus Kommune,2015,25100.0,220011.0,0.9416666666666669,4.4,22.2,14.9
386,751003,7.7,7.5,751,56.203037406685496,10.2176928083079,8240,913.0,Ellevangskolen,Grundskoler,Folkeskoler,"(56.203037406685496, 10.2176928083079)",Risskov,Aarhus Kommune,2015,25100.0,220011.0,0.9416666666666669,4.4,22.2,14.9
387,751032,8.5,8.4,751,56.192965125566595,10.2290432602524,8240,819.0,Risskov Skole,Grundskoler,Folkeskoler,"(56.192965125566595, 10.2290432602524)",Risskov,Aarhus Kommune,2015,25100.0,220011.0,0.9416666666666669,4.4,22.2,14.9
388,751042,8.5,7.8,751,56.2002008284451,10.2444438590784,8240,737.0,Strandskolen,Grundskoler,Folkeskoler,"(56.2002008284451, 10.2444438590784)",Risskov,Aarhus Kommune,2015,25100.0,220011.0,0.9416666666666669,4.4,22.2,14.9
389,751080,8.6,8.3,751,56.1955509492653,10.198125044651999,8240,227.0,Jakobskolen,Grundskoler,Friskoler og private grundskoler,"(56.1955509492653, 10.198125044651999)",Risskov,Aarhus Kommune,2015,25100.0,220011.0,0.9416666666666669,4.4,22.2,14.9
390,751089,6.8,7.2,751,56.19503568670871,10.1986205214208,8240,197.0,Børnenes Friskole,Grundskoler,Friskoler og private grundskoler,"(56.19503568670871, 10.1986205214208)",Risskov,Aarhus Kommune,2015,25100.0,220011.0,0.9416666666666669,4.4,22.2,14.9
391,280308,6.9,6.8,740,56.1597458359536,9.556186143778039,8600,97.0,Silkeborg Efterskole,Efterskoler,Efterskoler,"(56.1597458359536, 9.556186143778039)",Silkeborg,Silkeborg Kommune,2015,14045.0,223506.0,0.7916666666666666,2.8,13.7,14.6
392,705006,8.0,8.0,740,56.19284778484901,9.694976859076947,8600,197.0,"Klippen, Den Kristne Friskole",Grundskoler,Friskoler og private grundskoler,"(56.19284778484901, 9.694976859076949)",Silkeborg,Silkeborg Kommune,2015,14045.0,223506.0,0.7916666666666666,2.8,13.7,14.6
393,740005,7.0,6.8,740,56.1817664748836,9.562644052721831,8600,689.0,Sølystskolen,Grundskoler,Folkeskoler,"(56.1817664748836, 9.562644052721831)",Silkeborg,Silkeborg Kommune,2015,14045.0,223506.0,0.7916666666666666,2.8,13.7,14.6
394,743002,7.4,7.1,740,56.1909395424045,9.59779200000548,8600,535.0,Dybkærskolen,Grundskoler,Folkeskoler,"(56.1909395424045, 9.59779200000548)",Silkeborg,Silkeborg Kommune,2015,14045.0,223506.0,0.7916666666666666,2.8,13.7,14.6
395,743010,8.1,7.9,740,56.1368815233541,9.61878680481275,8600,704.0,Sejs Skole,Grundskoler,Folkeskoler,"(56.1368815233541, 9.61878680481275)",Silkeborg,Silkeborg Kommune,2015,14045.0,223506.0,0.7916666666666666,2.8,13.7,14.6
396,743011,6.9,6.8,740,56.211338906894,9.501414435560367,8600,359.0,Skægkærskolen,Grundskoler,Folkeskoler,"(56.211338906894, 9.501414435560369)",Silkeborg,Silkeborg Kommune,2015,14045.0,223506.0,0.7916666666666666,2.8,13.7,14.6
397,743012,7.6,7.4,740,56.1613234557497,9.53592285121117,8600,517.0,Vestre Skole,Grundskoler,Folkeskoler,"(56.1613234557497, 9.53592285121117)",Silkeborg,Silkeborg Kommune,2015,14045.0,223506.0,0.7916666666666666,2.8,13.7,14.6
398,743013,7.0,7.5,740,56.1261569610671,9.55843489930546,8600,490.0,Virklund Skole,Grundskoler,Folkeskoler,"(56.1261569610671, 9.55843489930546)",Silkeborg,Silkeborg Kommune,2015,14045.0,223506.0,0.7916666666666666,2.8,13.7,14.6
399,743014,7.3,7.2,740,56.1906243978053,9.524294435271447,8600,679.0,Balleskolen,Grundskoler,Folkeskoler,"(56.1906243978053, 9.524294435271448)",Silkeborg,Silkeborg Kommune,2015,14045.0,223506.0,0.7916666666666666,2.8,13.7,14.6
400,743015,8.7,8.1,740,56.1665996357459,9.54440397498082,8600,609.0,Kornmod Realskole,Grundskoler,Friskoler og private grundskoler,"(56.1665996357459, 9.54440397498082)",Silkeborg,Silkeborg Kommune,2015,14045.0,223506.0,0.7916666666666666,2.8,13.7,14.6
401,743016,6.8,6.9,740,56.1725838488505,9.56493198315787,8600,428.0,Langsøskolen,Grundskoler,Folkeskoler,"(56.1725838488505, 9.56493198315787)",Silkeborg,Silkeborg Kommune,2015,14045.0,223506.0,0.7916666666666666,2.8,13.7,14.6
402,743017,7.5,7.6,740,56.16609608361011,9.54532717256724,8600,413.0,Th. Langs Skole,Grundskoler,Friskoler og private grundskoler,"(56.16609608361011, 9.54532717256724)",Silkeborg,Silkeborg Kommune,2015,14045.0,223506.0,0.7916666666666666,2.8,13.7,14.6
403,743020,8.0,7.7,740,56.1717883679206,9.49862922701193,8600,765.0,Hvinningdalskolen,Grundskoler,Folkeskoler,"(56.1717883679206, 9.49862922701193)",Silkeborg,Silkeborg Kommune,2015,14045.0,223506.0,0.7916666666666666,2.8,13.7,14.6
404,743027,7.9,7.7,740,56.183214090210804,9.51010887519533,8600,526.0,Buskelundskolen,Grundskoler,Folkeskoler,"(56.183214090210804, 9.51010887519533)",Silkeborg,Silkeborg Kommune,2015,14045.0,223506.0,0.7916666666666666,2.8,13.7,14.6
405,280313,7.2,7.3,751,56.035298957518215,10.195100344776199,8340,87.0,Efterskolen for Scenekunst,Efterskoler,Efterskoler,"(56.03529895751821, 10.195100344776199)",Malling,Aarhus Kommune,2015,15997.0,220011.0,0.9416666666666669,4.4,22.2,14.9
406,751024,8.2,7.9,751,56.0391469039492,10.198191686327199,8340,575.0,Malling Skole,Grundskoler,Folkeskoler,"(56.0391469039492, 10.198191686327199)",Malling,Aarhus Kommune,2015,15997.0,220011.0,0.9416666666666669,4.4,22.2,14.9
407,280316,7.2,6.9,530,55.7257001245478,9.104640333234169,7190,822.0,BillundSkolen,Grundskoler,Folkeskoler,"(55.7257001245478, 9.104640333234169)",Billund,Billund Kommune,2015,10792.0,212304.0,0.4416666666666667,2.7,11.6,13.8
408,280319,7.3,7.0,580,55.0345675342468,9.406011629529713,6200,872.0,Kongehøjskolen,Grundskoler,Folkeskoler,"(55.0345675342468, 9.406011629529711)",Aabenraa,Aabenraa Kommune,2015,7883.0,198437.0,1.05,4.8,19.7,13.8
409,519002,6.2,6.4,580,54.982318121640006,9.5114402591343,6200,333.0,Felsted Centralskole,Grundskoler,Folkeskoler,"(54.982318121640006, 9.5114402591343)",Aabenraa,Aabenraa Kommune,2015,7883.0,198437.0,1.05,4.8,19.7,13.8
