,institutionsnummer,karakter,soc_ref,beliggenhedskommunenr,lat,lon,postnr,navn,institutionstype2,institutionstype3,coordinates,postnavn,komnavn,year,salgspris,disindk,langledig,kriminelitet,lavindk,skilsmisser,andel_indv
0,101001,7.4,7.1,101,55.6729159978565,12.575738616700999,1552,Den Classenske Legatskole,Grundskoler,Folkeskoler,"(55.6729159978565, 12.575738616700999)",København V,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
1,101003,7.8,7.4,101,55.69057241088161,12.5862454099148,1350,Nyboder Skole,Grundskoler,Folkeskoler,"(55.69057241088161, 12.5862454099148)",København K,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
2,101005,7.3,7.2,101,55.686493209469496,12.5832427650795,1307,Sølvgades Skole,Grundskoler,Folkeskoler,"(55.686493209469496, 12.5832427650795)",København K,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
3,101007,5.0,5.6,101,55.6902881167035,12.544704464126301,2200,Nørrebro Park Skole,Grundskoler,Folkeskoler,"(55.6902881167035, 12.544704464126301)",København N,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
4,101008,4.9,5.1,101,55.68782564186901,12.550209992394901,2200,Blågård Skole,Grundskoler,Folkeskoler,"(55.687825641869004, 12.550209992394901)",København N,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
5,101034,3.7,4.8,101,55.69902508083121,12.5495949937569,2200,Rådmandsgades Skole,Grundskoler,Folkeskoler,"(55.699025080831206, 12.5495949937569)",København N,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
6,101035,3.9,4.4,101,55.69318510381621,12.5531439907036,2200,Guldberg Skole,Grundskoler,Folkeskoler,"(55.693185103816205, 12.5531439907036)",København N,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
7,101082,6.0,5.8,101,55.68824371888821,12.5593533207393,2200,Sankt Ansgars Skole,Grundskoler,Friskoler og private grundskoler,"(55.68824371888821, 12.5593533207393)",København N,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
8,101132,5.5,5.7,101,55.694188850303796,12.551259126975,2200,Nørrebro Lilleskole,Grundskoler,Friskoler og private grundskoler,"(55.694188850303796, 12.551259126975)",København N,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
9,101149,6.8,5.8,101,55.69039923,12.56165569,2200,DIA Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.69039923, 12.56165569)",København N,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
10,101170,7.4,7.6,101,55.6925081,12.55873945,2200,Det Frie Gymnasiums Grundskole,Grundskoler,Friskoler og private grundskoler,"(55.6925081, 12.55873945)",København N,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
11,101584,5.6,5.3,101,55.704287539637896,12.5516780889201,2200,Iqra Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.704287539637896, 12.5516780889201)",København N,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
12,101011,5.2,5.7,101,55.70438634068071,12.508446326404,2700,Bellahøj Skole,Grundskoler,Folkeskoler,"(55.704386340680706, 12.508446326404)",Brønshøj,Københavns Kommune,2011,21050.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
13,101012,6.5,6.6,101,55.704169199945405,12.4947869758271,2700,Brønshøj Skole,Grundskoler,Folkeskoler,"(55.704169199945405, 12.4947869758271)",Brønshøj,Københavns Kommune,2011,21050.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
14,101017,6.3,6.1,101,55.7060885641584,12.473761688803696,2700,Husum Skole,Grundskoler,Folkeskoler,"(55.7060885641584, 12.473761688803698)",Brønshøj,Københavns Kommune,2011,21050.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
15,101021,5.0,5.7,101,55.7095599787281,12.4693256156746,2700,Korsager Skole,Grundskoler,Folkeskoler,"(55.7095599787281, 12.4693256156746)",Brønshøj,Københavns Kommune,2011,21050.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
16,101023,3.5,4.4,101,55.7190877977116,12.484466885778401,2700,Tingbjerg Skole,Grundskoler,Folkeskoler,"(55.7190877977116, 12.484466885778401)",Brønshøj,Københavns Kommune,2011,21050.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
17,101015,5.3,5.5,101,55.6988371703698,12.5272299764227,2400,Grøndalsvængets Skole,Grundskoler,Folkeskoler,"(55.6988371703698, 12.5272299764227)",København NV,Københavns Kommune,2011,22933.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
18,101029,4.7,4.9,101,55.7097800671489,12.533511075824,2400,Tagensbo Skole,Grundskoler,Folkeskoler,"(55.7097800671489, 12.533511075824)",København NV,Københavns Kommune,2011,22933.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
19,101030,6.1,6.4,101,55.724450197991295,12.5287620322137,2400,Holbergskolen,Grundskoler,Folkeskoler,"(55.724450197991295, 12.5287620322137)",København NV,Københavns Kommune,2011,22933.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
20,101077,5.0,5.3,101,55.700330342236214,12.5350867947684,2400,Svanevej Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.70033034223621, 12.5350867947684)",København NV,Københavns Kommune,2011,22933.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
21,101178,5.2,5.5,101,55.70223276319921,12.5358365040029,2400,Lygten Skole,Grundskoler,Friskoler og private grundskoler,"(55.702232763199206, 12.5358365040029)",København NV,Københavns Kommune,2011,22933.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
22,101184,7.2,6.5,101,55.6985444983091,12.5306831759221,2400,Sjællands Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.6985444983091, 12.5306831759221)",København NV,Københavns Kommune,2011,22933.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
23,101189,4.0,4.3,101,55.700219411937596,12.5313160036462,2400,Al-Huda Skolen,Grundskoler,Friskoler og private grundskoler,"(55.700219411937596, 12.5313160036462)",København NV,Københavns Kommune,2011,22933.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
24,101526,4.2,4.5,101,55.7009690047132,12.5360630242783,2400,Al-Hilal Skolen,Grundskoler,Friskoler og private grundskoler,"(55.7009690047132, 12.5360630242783)",København NV,Københavns Kommune,2011,22933.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
25,101540,6.3,6.4,101,55.7112670082224,12.5198615632974,2400,Utterslev Skole,Grundskoler,Folkeskoler,"(55.7112670082224, 12.5198615632974)",København NV,Københavns Kommune,2011,22933.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
26,101018,8.2,7.5,101,55.6848392747371,12.4815099396248,2720,Hyltebjerg Skole,Grundskoler,Folkeskoler,"(55.6848392747371, 12.4815099396248)",Vanløse,Københavns Kommune,2011,26489.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
27,101019,6.6,6.8,101,55.690223062739,12.4987635776381,2720,Katrinedals Skole,Grundskoler,Folkeskoler,"(55.690223062739, 12.4987635776381)",Vanløse,Københavns Kommune,2011,26489.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
28,101020,6.5,6.7,101,55.696308780138,12.482887762769304,2720,Kirkebjerg Skole,Grundskoler,Folkeskoler,"(55.696308780138, 12.482887762769302)",Vanløse,Københavns Kommune,2011,26489.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
29,101022,5.9,6.1,101,55.697004850485705,12.507010821589803,2720,Rødkilde Skole,Grundskoler,Folkeskoler,"(55.697004850485705, 12.507010821589802)",Vanløse,Københavns Kommune,2011,26489.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
30,101024,6.2,6.1,101,55.6864665871815,12.4816166015543,2720,Vanløse Skole,Grundskoler,Folkeskoler,"(55.6864665871815, 12.4816166015543)",Vanløse,Københavns Kommune,2011,26489.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
31,101135,7.9,7.4,101,55.68217121175661,12.4880983225825,2720,Vanløse Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.682171211756604, 12.4880983225825)",Vanløse,Københavns Kommune,2011,26489.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
32,101169,5.2,5.4,101,55.6961895927436,12.4813493360965,2720,Jinnah International School,Grundskoler,Friskoler og private grundskoler,"(55.6961895927436, 12.4813493360965)",Vanløse,Københavns Kommune,2011,26489.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
33,101172,6.5,6.0,101,55.6875406075802,12.4871951099964,2720,Ahi International School,Grundskoler,Friskoler og private grundskoler,"(55.6875406075802, 12.4871951099964)",Vanløse,Københavns Kommune,2011,26489.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
34,101039,6.4,6.7,101,55.7057827485052,12.5807941283846,2100,Randersgades Skole,Grundskoler,Folkeskoler,"(55.7057827485052, 12.5807941283846)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
35,101041,7.5,6.9,101,55.711244343531284,12.579208584077596,2100,Strandvejsskolen,Grundskoler,Folkeskoler,"(55.71124434353129, 12.579208584077598)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
36,101042,6.6,6.7,101,55.7087556166683,12.5788239345057,2100,Vibenshus Skole,Grundskoler,Folkeskoler,"(55.7087556166683, 12.5788239345057)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
37,101043,6.9,7.1,101,55.692564602145005,12.5775684168944,2100,Øster Farimagsgades Skole,Grundskoler,Folkeskoler,"(55.692564602145005, 12.5775684168944)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
38,101045,4.8,4.8,101,55.7053610702465,12.5581524982066,2100,Nørre Fælled Skole,Grundskoler,Folkeskoler,"(55.7053610702465, 12.5581524982066)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
39,101078,8.4,8.2,101,55.7222505426711,12.5577468810455,2100,Carolineskolen,Grundskoler,Friskoler og private grundskoler,"(55.7222505426711, 12.5577468810455)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
40,101081,7.2,7.1,101,55.6941915753893,12.582307786777198,2100,Institut Sankt Joseph,Grundskoler,Friskoler og private grundskoler,"(55.6941915753893, 12.582307786777198)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
41,101083,8.4,7.9,101,55.689790970187595,12.5755962794031,2100,Krebs' Skole,Grundskoler,Friskoler og private grundskoler,"(55.689790970187595, 12.5755962794031)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
42,101086,7.8,7.6,101,55.6941743205278,12.576322905164199,2100,Bordings Friskole,Grundskoler,Friskoler og private grundskoler,"(55.6941743205278, 12.576322905164199)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
43,101127,5.6,6.0,101,55.6905667947849,12.5757787098614,2100,Øbro Fri Skole,Grundskoler,Friskoler og private grundskoler,"(55.6905667947849, 12.5757787098614)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
44,101151,5.0,5.5,101,55.716494287455504,12.5733199878141,2100,Kildevældsskolen,Grundskoler,Folkeskoler,"(55.716494287455504, 12.5733199878141)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
45,101152,6.0,6.0,101,55.7213912573883,12.5586640107915,2100,Bjørns Internationale Skole,Grundskoler,Friskoler og private grundskoler,"(55.7213912573883, 12.5586640107915)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
46,101153,8.0,7.7,101,55.700287411550995,12.5785481531163,2100,Ingrid Jespersens Gymnasieskole,Grundskoler,Friskoler og private grundskoler,"(55.700287411550995, 12.5785481531163)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
47,101154,7.5,7.3,101,55.70812777276301,12.5670547038203,2100,Niels Steensens Gymnasium,Grundskoler,Friskoler og private grundskoler,"(55.70812777276301, 12.5670547038203)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
48,101157,7.2,7.0,101,55.6977329321241,12.577207980257,2100,Sortedamskolen,Grundskoler,Folkeskoler,"(55.6977329321241, 12.577207980257)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
49,101175,6.3,6.9,101,55.699606211108396,12.586741262849099,2100,Langelinieskolen,Grundskoler,Folkeskoler,"(55.699606211108396, 12.586741262849099)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
50,101537,6.9,7.1,101,55.702980383559996,12.5818726356956,2100,Heibergskolen,Grundskoler,Folkeskoler,"(55.702980383559996, 12.5818726356956)",København Ø,Københavns Kommune,2011,37624.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
51,101047,6.3,6.6,101,55.674008557273595,12.596668921721498,1422,Christianshavns Skole,Grundskoler,Folkeskoler,"(55.674008557273595, 12.596668921721498)",København K,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
52,101049,5.5,5.6,101,55.64855353372789,12.5954335137235,2300,Dyvekeskolen,Grundskoler,Folkeskoler,"(55.64855353372789, 12.5954335137235)",København S,Københavns Kommune,2011,23618.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
53,101050,5.1,5.2,101,55.6631089602849,12.6088427991237,2300,Skolen på Amagerbro,Grundskoler,Folkeskoler,"(55.6631089602849, 12.6088427991237)",København S,Københavns Kommune,2011,23618.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
54,101051,7.0,6.7,101,55.64725478560229,12.6166969527242,2300,Gerbrandskolen,Grundskoler,Folkeskoler,"(55.64725478560229, 12.6166969527242)",København S,Københavns Kommune,2011,23618.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
55,101052,6.5,6.3,101,55.6467457419843,12.603824731219401,2300,Højdevangens Skole,Grundskoler,Folkeskoler,"(55.6467457419843, 12.603824731219401)",København S,Københavns Kommune,2011,23618.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
56,101053,6.4,6.6,101,55.6532315899916,12.628020114748399,2300,Skolen ved Sundet,Grundskoler,Folkeskoler,"(55.6532315899916, 12.628020114748399)",København S,Københavns Kommune,2011,23618.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
57,101055,6.1,5.8,101,55.6514496031089,12.6138477964519,2300,Sundbyøster Skole,Grundskoler,Folkeskoler,"(55.6514496031089, 12.6138477964519)",København S,Københavns Kommune,2011,23618.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
58,101058,5.9,5.6,101,55.664994202965495,12.613406966616399,2300,Lergravsparkens Skole,Grundskoler,Folkeskoler,"(55.664994202965495, 12.613406966616399)",København S,Københavns Kommune,2011,23618.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
59,101059,7.4,6.9,101,55.6629241401929,12.583199412125799,2300,Skolen på Islands Brygge,Grundskoler,Folkeskoler,"(55.6629241401929, 12.583199412125799)",København S,Københavns Kommune,2011,23618.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
60,101060,5.4,5.7,101,55.65535633240189,12.596598560878999,2300,Peder Lykke Skolen,Grundskoler,Folkeskoler,"(55.655356332401894, 12.596598560878999)",København S,Københavns Kommune,2011,23618.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
61,101084,7.1,6.5,101,55.653833385258295,12.6071414814094,2300,Sankt Annæ Skole,Grundskoler,Friskoler og private grundskoler,"(55.653833385258295, 12.6071414814094)",København S,Københavns Kommune,2011,23618.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
62,101091,7.5,6.8,101,55.6624030145113,12.6318796858562,2300,"Hovedstadens Privatskole, Filipskolen",Grundskoler,Friskoler og private grundskoler,"(55.6624030145113, 12.6318796858562)",København S,Københavns Kommune,2011,23618.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
63,101092,6.4,6.4,101,55.6513244813005,12.6173567016551,2300,Amager Lille Skole,Grundskoler,Friskoler og private grundskoler,"(55.6513244813005, 12.6173567016551)",København S,Københavns Kommune,2011,23618.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
64,101163,5.9,5.6,101,55.648067833665294,12.6347715795188,2300,Amager's International School,Grundskoler,Friskoler og private grundskoler,"(55.648067833665294, 12.6347715795188)",København S,Københavns Kommune,2011,23618.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
65,101174,5.3,5.2,101,55.662116959338796,12.596477457471002,2300,Amager Fælled Skole,Grundskoler,Folkeskoler,"(55.662116959338796, 12.596477457471002)",København S,Københavns Kommune,2011,23618.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
66,101062,3.3,4.4,101,55.6578964166001,12.5356498902901,2450,Bavnehøj Skole,Grundskoler,Folkeskoler,"(55.6578964166001, 12.5356498902901)",København SV,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
67,101063,5.8,5.6,101,55.6510747055513,12.531610607486801,2450,Ellebjerg Skole,Grundskoler,Folkeskoler,"(55.6510747055513, 12.531610607486801)",København SV,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
68,101180,7.0,6.4,101,55.6503931524827,12.5224910365209,2450,Al Hikma Skolen,Grundskoler,Friskoler og private grundskoler,"(55.6503931524827, 12.5224910365209)",København SV,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
69,101181,6.5,5.7,101,55.649476960703495,12.522663050445,2450,Hay Skolen,Grundskoler,Friskoler og private grundskoler,"(55.649476960703495, 12.522663050445)",København SV,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
70,101303,6.4,6.5,101,55.64798298,12.51135312,2450,Københavns Idrætsefterskole,Efterskoler,Efterskoler,"(55.64798298, 12.51135312)",København SV,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
71,101064,6.3,6.3,101,55.6664515798549,12.5449517678894,1670,Tove Ditlevsens Skole,Grundskoler,Folkeskoler,"(55.6664515798549, 12.5449517678894)",København V,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
72,101070,5.2,5.9,101,55.666652912372896,12.486321625850401,2500,Hanssted Skole,Grundskoler,Folkeskoler,"(55.666652912372896, 12.486321625850401)",Valby,Københavns Kommune,2011,23869.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
73,101071,4.4,5.1,101,55.64915678937661,12.501983122535801,2500,Kirsebærhavens Skole,Grundskoler,Folkeskoler,"(55.649156789376605, 12.501983122535801)",Valby,Københavns Kommune,2011,23869.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
74,101072,5.6,5.9,101,55.6601006734379,12.484063677139199,2500,Lykkebo Skole,Grundskoler,Folkeskoler,"(55.6601006734379, 12.484063677139199)",Valby,Københavns Kommune,2011,23869.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
75,101074,5.4,5.6,101,55.6651536990499,12.509108238038301,2500,Valby Skole,Grundskoler,Folkeskoler,"(55.6651536990499, 12.509108238038301)",Valby,Københavns Kommune,2011,23869.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
76,101075,5.5,5.8,101,55.661452474609604,12.5080916879191,2500,Vigerslev Allés Skole,Grundskoler,Folkeskoler,"(55.661452474609604, 12.5080916879191)",Valby,Københavns Kommune,2011,23869.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
77,101076,5.5,5.6,101,55.6700885940723,12.495058522832696,2500,Ålholm Skole,Grundskoler,Folkeskoler,"(55.6700885940723, 12.495058522832698)",Valby,Københavns Kommune,2011,23869.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
78,101111,6.3,6.8,101,55.6581068147651,12.5058890928141,2500,Byens Skole,Grundskoler,Friskoler og private grundskoler,"(55.6581068147651, 12.5058890928141)",Valby,Københavns Kommune,2011,23869.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
79,101133,6.3,6.8,101,55.6660022996429,12.5064141973877,2500,Freinet-Skolen,Grundskoler,Friskoler og private grundskoler,"(55.6660022996429, 12.5064141973877)",Valby,Københavns Kommune,2011,23869.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
80,101140,6.7,6.9,101,55.657277,12.51978288,2500,Trekronergade Freinetskole,Grundskoler,Friskoler og private grundskoler,"(55.657277, 12.51978288)",Valby,Københavns Kommune,2011,23869.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
81,101158,7.7,7.4,101,55.656084053320505,12.5258455390821,2500,Sankt Annæ Gymnasiums Grundskole,Grundskoler,Folkeskoler,"(55.656084053320505, 12.5258455390821)",Valby,Københavns Kommune,2011,23869.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
82,101162,6.5,6.4,101,55.6591591982375,12.501859125616699,2500,Kildeskolen,Grundskoler,Friskoler og private grundskoler,"(55.6591591982375, 12.501859125616699)",Valby,Københavns Kommune,2011,23869.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
83,101593,5.5,5.3,101,55.6586888580178,12.503183558078199,2500,Salix Skole,Grundskoler,Friskoler og private grundskoler,"(55.6586888580178, 12.503183558078199)",Valby,Københavns Kommune,2011,23869.0,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
84,101079,7.4,7.0,101,55.6732833108904,12.593893093146301,1420,Christianshavns Døttreskole,Grundskoler,Friskoler og private grundskoler,"(55.6732833108904, 12.593893093146301)",København K,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
85,101080,5.4,5.7,101,55.683976258937996,12.5667857706436,1364,Det Kgl Vaisenhus Skole,Grundskoler,Friskoler og private grundskoler,"(55.683976258937996, 12.5667857706436)",København K,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
86,101088,8.0,7.5,101,55.6827235384127,12.569256361673999,1361,N. Zahles Seminarieskole,Grundskoler,Friskoler og private grundskoler,"(55.6827235384127, 12.569256361673999)",København K,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
87,101089,8.5,7.7,101,55.6797379385099,12.569634084038999,1451,Sankt Petri Skole,Grundskoler,Friskoler og private grundskoler,"(55.6797379385099, 12.569634084038999)",København K,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
88,101155,7.9,7.5,101,55.682456904809705,12.569828766514402,1358,N. Zahles Gymnasieskole,Grundskoler,Friskoler og private grundskoler,"(55.682456904809705, 12.569828766514402)",København K,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
89,101185,7.5,7.6,101,55.673601795546105,12.556696319725999,1616,Mariendal Friskole,Grundskoler,Friskoler og private grundskoler,"(55.673601795546105, 12.556696319725999)",København V,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
90,101188,7.3,6.4,101,55.6742769940967,12.5593781673688,1610,Copenhagen City School,Grundskoler,Friskoler og private grundskoler,"(55.6742769940967, 12.5593781673688)",København V,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
91,101191,6.1,6.5,101,55.670587132229606,12.5483968790286,1665,Børneuniversitetet på Vesterbro,Grundskoler,Friskoler og private grundskoler,"(55.670587132229606, 12.5483968790286)",København V,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
92,101572,6.0,6.3,101,55.665355077993496,12.5405775825191,1762,Vesterbro Ny Skole,Grundskoler,Folkeskoler,"(55.665355077993496, 12.5405775825191)",København V,Københavns Kommune,2011,,189182,1.9666666666666666,4.8,36.7,21.8,14.729179800629325
93,147002,5.8,6.0,147,55.68051208955811,12.508862159228402,2000,Lindevangskolen,Grundskoler,Folkeskoler,"(55.68051208955811, 12.508862159228402)",Frederiksberg,Frederiksberg Kommune,2011,24380.0,224754,1.625,1.6,24.5,15.6,9.12606653196891
94,147006,6.8,6.8,147,55.6746004791887,12.5034642455995,2000,Søndermarkskolen,Grundskoler,Folkeskoler,"(55.6746004791887, 12.5034642455995)",Frederiksberg,Frederiksberg Kommune,2011,24380.0,224754,1.625,1.6,24.5,15.6,9.12606653196891
95,147007,7.6,7.0,147,55.6911252121039,12.5285771073539,2000,Skolen på Duevej,Grundskoler,Folkeskoler,"(55.6911252121039, 12.5285771073539)",Frederiksberg,Frederiksberg Kommune,2011,24380.0,224754,1.625,1.6,24.5,15.6,9.12606653196891
96,147010,7.7,7.3,147,55.6845664304581,12.518391115382302,2000,Skolen på La Cours Vej,Grundskoler,Folkeskoler,"(55.6845664304581, 12.518391115382302)",Frederiksberg,Frederiksberg Kommune,2011,24380.0,224754,1.625,1.6,24.5,15.6,9.12606653196891
97,147012,6.8,6.9,147,55.68282151345839,12.530571684591902,2000,Skolen på Nyelandsvej,Grundskoler,Folkeskoler,"(55.68282151345839, 12.530571684591902)",Frederiksberg,Frederiksberg Kommune,2011,24380.0,224754,1.625,1.6,24.5,15.6,9.12606653196891
98,147034,8.3,7.6,147,55.6750414547389,12.5018751828903,2000,Johannesskolen,Grundskoler,Friskoler og private grundskoler,"(55.6750414547389, 12.5018751828903)",Frederiksberg,Frederiksberg Kommune,2011,24380.0,224754,1.625,1.6,24.5,15.6,9.12606653196891
99,147051,6.5,6.7,147,55.6800885506188,12.4980944246467,2000,Tre Falke Skolen,Grundskoler,Folkeskoler,"(55.6800885506188, 12.4980944246467)",Frederiksberg,Frederiksberg Kommune,2011,24380.0,224754,1.625,1.6,24.5,15.6,9.12606653196891
100,147008,7.2,7.0,147,55.682698963037005,12.5467685327793,1962,Skolen ved Bulowsvej,Grundskoler,Folkeskoler,"(55.682698963037005, 12.5467685327793)",Frederiksberg C,Frederiksberg Kommune,2011,,224754,1.625,1.6,24.5,15.6,9.12606653196891
101,147017,7.9,7.7,147,55.67124672161921,12.5369104563961,1812,Frederik Barfods Skole,Grundskoler,Friskoler og private grundskoler,"(55.671246721619205, 12.5369104563961)",Frederiksberg C,Frederiksberg Kommune,2011,,224754,1.625,1.6,24.5,15.6,9.12606653196891
102,147018,7.9,7.3,147,55.675851755748994,12.5471771275627,1902,Kaptajn Johnsens Skole,Grundskoler,Friskoler og private grundskoler,"(55.675851755748994, 12.5471771275627)",Frederiksberg C,Frederiksberg Kommune,2011,,224754,1.625,1.6,24.5,15.6,9.12606653196891
