,institutionsnummer,karakter,soc_ref,beliggenhedskommunenr,lat,lon,postnr,navn,institutionstype2,institutionstype3,coordinates,postnavn,komnavn,year,salgspris,disindk,langledig,kriminelitet,lavindk,skilsmisser,andel_indv
572,471008,6.5,6.3,480,55.51099884711,10.3943940584758,5450,Sletten Skole,Grundskoler,Folkeskoler,"(55.510998847109995, 10.3943940584758)",Otterup,Nordfyns Kommune,2011,7506.0,184924,2.0416666666666665,3.1,13.0,13.3,1.979811688862499
573,471011,7.9,7.4,480,55.5134410328162,10.3972224825159,5450,Otterup Realskole,Grundskoler,Friskoler og private grundskoler,"(55.5134410328162, 10.3972224825159)",Otterup,Nordfyns Kommune,2011,7506.0,184924,2.0416666666666665,3.1,13.0,13.3,1.979811688862499
574,471302,5.0,5.5,480,55.6054843370975,10.333698947061801,5450,Efterskolen Flyvesandet,Efterskoler,Efterskoler,"(55.6054843370975, 10.333698947061801)",Otterup,Nordfyns Kommune,2011,7506.0,184924,2.0416666666666665,3.1,13.0,13.3,1.979811688862499
575,473009,5.8,6.1,430,55.2311294892456,10.4874215539868,5750,Tingagerskolen,Grundskoler,Folkeskoler,"(55.2311294892456, 10.4874215539868)",Ringe,Faaborg-Midtfyn Kommune,2011,8315.0,183691,1.7166666666666666,3.7,11.9,10.2,2.3081827226799843
576,473011,6.5,6.7,430,55.2069489333149,10.353670259461,5750,Hjemly Friskole,Grundskoler,Friskoler og private grundskoler,"(55.2069489333149, 10.353670259461)",Ringe,Faaborg-Midtfyn Kommune,2011,8315.0,183691,1.7166666666666666,3.7,11.9,10.2,2.3081827226799843
577,473014,4.3,4.6,430,55.2343569095426,10.4732767367819,5750,Ringe Kost- og Realskole,Grundskoler,Friskoler og private grundskoler,"(55.2343569095426, 10.4732767367819)",Ringe,Faaborg-Midtfyn Kommune,2011,8315.0,183691,1.7166666666666666,3.7,11.9,10.2,2.3081827226799843
578,473020,5.9,6.2,430,55.2392235441673,10.471939547911099,5750,Nordagerskolen,Grundskoler,Folkeskoler,"(55.2392235441673, 10.471939547911099)",Ringe,Faaborg-Midtfyn Kommune,2011,8315.0,183691,1.7166666666666666,3.7,11.9,10.2,2.3081827226799843
579,473301,7.2,6.8,430,55.240118588766,10.4698963208031,5750,Ringe Fri- og Efterskole,Efterskoler,Efterskoler,"(55.240118588766, 10.4698963208031)",Ringe,Faaborg-Midtfyn Kommune,2011,8315.0,183691,1.7166666666666666,3.7,11.9,10.2,2.3081827226799843
580,475004,6.5,6.3,482,54.9495580620321,10.7581725409275,5900,Kassebølle Friskole,Grundskoler,Friskoler og private grundskoler,"(54.9495580620321, 10.7581725409275)",Rudkøbing,Langeland Kommune,2011,6791.0,165598,1.833333333333333,2.8,20.9,12.9,1.793476206674982
581,475301,7.3,7.1,482,54.940824229247504,10.7305298041849,5900,Langelands Efterskole,Efterskoler,Efterskoler,"(54.940824229247504, 10.7305298041849)",Rudkøbing,Langeland Kommune,2011,6791.0,165598,1.833333333333333,2.8,20.9,12.9,1.793476206674982
582,482002,6.1,6.1,482,54.931660446668,10.7324797329831,5900,Ørstedskolen,Grundskoler,Folkeskoler,"(54.931660446668, 10.7324797329831)",Rudkøbing,Langeland Kommune,2011,6791.0,165598,1.833333333333333,2.8,20.9,12.9,1.793476206674982
583,477001,5.5,5.8,430,55.230234970807885,10.526506614767099,5856,Tre Ege Skolen,Grundskoler,Folkeskoler,"(55.23023497080789, 10.526506614767099)",Ryslinge,Faaborg-Midtfyn Kommune,2011,,183691,1.7166666666666666,3.7,11.9,10.2,2.3081827226799843
584,481302,7.4,7.3,482,54.828975385245506,10.6997234385201,5932,Musikefterskolen i Humble,Efterskoler,Efterskoler,"(54.828975385245506, 10.6997234385201)",Humble,Langeland Kommune,2011,,165598,1.833333333333333,2.8,20.9,12.9,1.793476206674982
585,483002,7.6,6.8,480,55.44377194945189,10.1954618806858,5462,Havrehedskolen,Grundskoler,Folkeskoler,"(55.44377194945189, 10.1954618806858)",Morud,Nordfyns Kommune,2011,10947.0,184924,2.0416666666666665,3.1,13.0,13.3,1.979811688862499
586,483003,5.4,5.8,480,55.5126400441716,10.1735896521451,5471,Særslev-Hårslev-Skolen,Grundskoler,Folkeskoler,"(55.5126400441716, 10.1735896521451)",Søndersø,Nordfyns Kommune,2011,6603.0,184924,2.0416666666666665,3.1,13.0,13.3,1.979811688862499
587,483004,5.4,5.8,480,55.48794585758449,10.2499368661636,5471,Søndersøskolen,Grundskoler,Folkeskoler,"(55.48794585758449, 10.2499368661636)",Søndersø,Nordfyns Kommune,2011,6603.0,184924,2.0416666666666665,3.1,13.0,13.3,1.979811688862499
588,483300,6.8,6.8,480,55.51394601965061,10.1787030985273,5471,Nordfyns Efterskole,Efterskoler,Efterskoler,"(55.513946019650604, 10.1787030985273)",Søndersø,Nordfyns Kommune,2011,6603.0,184924,2.0416666666666665,3.1,13.0,13.3,1.979811688862499
589,485003,7.5,6.8,420,55.345043336751395,10.179154576817801,5690,Tallerupskolen,Grundskoler,Folkeskoler,"(55.345043336751395, 10.179154576817801)",Tommerup,Assens Kommune,2011,8208.0,184591,2.0083333333333333,2.8,11.0,14.9,1.6985431610339168
590,485004,6.6,6.6,420,55.3217968191104,10.2035833590548,5690,Tommerup Skole,Grundskoler,Folkeskoler,"(55.3217968191104, 10.2035833590548)",Tommerup,Assens Kommune,2011,8208.0,184591,2.0083333333333333,2.8,11.0,14.9,1.6985431610339168
591,485301,7.5,7.3,420,55.325495996223495,10.1973160325223,5690,Tommerup Efterskole,Efterskoler,Efterskoler,"(55.325495996223495, 10.1973160325223)",Tommerup,Assens Kommune,2011,8208.0,184591,2.0083333333333333,2.8,11.0,14.9,1.6985431610339168
592,485302,5.0,5.3,420,55.3295810230279,10.2171295552519,5690,Vestfyns Efterskole,Efterskoler,Efterskoler,"(55.3295810230279, 10.2171295552519)",Tommerup,Assens Kommune,2011,8208.0,184591,2.0083333333333333,2.8,11.0,14.9,1.6985431610339168
593,489002,6.0,6.1,450,55.3598901409774,10.6710244517774,5540,Vibeskolen,Grundskoler,Folkeskoler,"(55.3598901409774, 10.6710244517774)",Ullerslev,Nyborg Kommune,2011,6878.0,185598,1.7916666666666667,5.9,11.5,13.1,4.355306766464217
594,491005,6.4,6.3,420,55.3879643696426,10.133960674361001,5492,Vissenbjerg Skole,Grundskoler,Folkeskoler,"(55.3879643696426, 10.133960674361001)",Vissenbjerg,Assens Kommune,2011,8524.0,184591,2.0083333333333333,2.8,11.0,14.9,1.6985431610339168
595,492001,5.8,6.0,492,54.887636686789506,10.4087837158923,5970,Ã†rø Friskole,Grundskoler,Friskoler og private grundskoler,"(54.887636686789506, 10.4087837158923)",Ærøskøbing,Ærø Kommune,2011,,174333,0.7416666666666666,0.9,14.9,8.2,1.740797834342219
596,495005,6.0,6.1,450,55.253124791095885,10.6736061646598,5853,4kløverskolen,Grundskoler,Folkeskoler,"(55.25312479109589, 10.6736061646598)",Ørbæk,Nyborg Kommune,2011,5893.0,185598,1.7916666666666667,5.9,11.5,13.1,4.355306766464217
597,495007,6.2,6.2,450,55.216145286242714,10.6865503668605,5853,Svindinge Friskole,Grundskoler,Friskoler og private grundskoler,"(55.21614528624271, 10.6865503668605)",Ørbæk,Nyborg Kommune,2011,5893.0,185598,1.7916666666666667,5.9,11.5,13.1,4.355306766464217
598,497001,7.0,6.5,430,55.305681146390114,10.4736823351803,5792,Broskolen,Grundskoler,Folkeskoler,"(55.30568114639011, 10.4736823351803)",Årslev,Faaborg-Midtfyn Kommune,2011,6336.0,183691,1.7166666666666666,3.7,11.9,10.2,2.3081827226799843
599,497002,6.3,6.5,430,55.301807651665,10.4011516704317,5792,Carl Nielsen-Skolen,Grundskoler,Folkeskoler,"(55.301807651665, 10.4011516704317)",Årslev,Faaborg-Midtfyn Kommune,2011,6336.0,183691,1.7166666666666666,3.7,11.9,10.2,2.3081827226799843
600,497006,7.4,7.0,430,55.3031637083095,10.3892728272703,5792,Nr Lyndelse Friskole,Grundskoler,Friskoler og private grundskoler,"(55.3031637083095, 10.3892728272703)",Årslev,Faaborg-Midtfyn Kommune,2011,6336.0,183691,1.7166666666666666,3.7,11.9,10.2,2.3081827226799843
601,497007,6.9,6.7,430,55.30939615,10.49965282,5792,Sdr. Nærå Friskole og Midtfyns Efterskole,Grundskoler,Friskoler og private grundskoler,"(55.30939615, 10.49965282)",Årslev,Faaborg-Midtfyn Kommune,2011,6336.0,183691,1.7166666666666666,3.7,11.9,10.2,2.3081827226799843
602,497300,4.8,5.7,430,55.30939614691529,10.4996528238657,5792,Sdr. Nærå Friskole og Midtfyns Efterskole,Efterskoler,Efterskoler,"(55.30939614691529, 10.4996528238657)",Årslev,Faaborg-Midtfyn Kommune,2011,6336.0,183691,1.7166666666666666,3.7,11.9,10.2,2.3081827226799843
603,497005,6.6,6.6,430,55.31014253083429,10.5902125445821,5863,Ferritslev Friskole,Grundskoler,Friskoler og private grundskoler,"(55.31014253083429, 10.5902125445821)",Ferritslev Fyn,Faaborg-Midtfyn Kommune,2011,,183691,1.7166666666666666,3.7,11.9,10.2,2.3081827226799843
604,499004,7.0,6.5,420,55.3744728802876,10.046281447666301,5560,Aarupskolen,Grundskoler,Folkeskoler,"(55.3744728802876, 10.046281447666301)",Aarup,Assens Kommune,2011,7706.0,184591,2.0083333333333333,2.8,11.0,14.9,1.6985431610339168
605,499005,7.7,7.5,420,55.3427641189171,10.096108936826699,5560,Frøbjerg-Orte Friskole,Grundskoler,Friskoler og private grundskoler,"(55.3427641189171, 10.096108936826699)",Aarup,Assens Kommune,2011,7706.0,184591,2.0083333333333333,2.8,11.0,14.9,1.6985431610339168
606,501001,6.8,6.5,540,54.9470904863919,9.872008979080269,6440,Augustenborg Skole,Grundskoler,Folkeskoler,"(54.9470904863919, 9.872008979080269)",Augustenborg,Sønderborg Kommune,2011,5826.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
607,501002,5.3,5.4,540,54.9819158852119,9.97335554270952,6440,Fryndesholm skole,Grundskoler,Folkeskoler,"(54.9819158852119, 9.97335554270952)",Augustenborg,Sønderborg Kommune,2011,5826.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
608,503301,5.7,6.0,580,54.842040381908205,9.329011581327359,6330,Frøslevlejrens Efterskole,Efterskoler,Efterskoler,"(54.842040381908205, 9.329011581327359)",Padborg,Aabenraa Kommune,2011,5168.0,184117,1.741666666666667,6.1,18.4,13.2,4.332635983263598
609,507001,6.5,6.4,540,54.8875874442155,9.66994222120193,6310,Broager Skole,Grundskoler,Folkeskoler,"(54.8875874442155, 9.66994222120193)",Broager,Sønderborg Kommune,2011,7478.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
610,507301,5.4,5.9,540,54.86296044709821,9.72103503159891,6310,Adventure Efterskolen Sønderjylland Skelde,Efterskoler,Efterskoler,"(54.86296044709821, 9.72103503159891)",Broager,Sønderborg Kommune,2011,7478.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
611,509011,5.8,5.7,621,55.361538731496104,9.532619085990287,6070,Aller Friskole,Grundskoler,Friskoler og private grundskoler,"(55.361538731496104, 9.532619085990289)",Christiansfeld,Kolding Kommune,2011,6836.0,198340,1.4333333333333336,4.2,14.2,13.7,6.078189761398006
612,509013,6.5,6.6,621,55.354696635980304,9.4859702041471,6070,Christiansfeld Skole,Grundskoler,Folkeskoler,"(55.354696635980304, 9.4859702041471)",Christiansfeld,Kolding Kommune,2011,6836.0,198340,1.4333333333333336,4.2,14.2,13.7,6.078189761398006
613,509300,5.4,6.0,621,55.4071110231004,9.550679830033712,6093,Design- & Idrætsefterskolen Skamling,Efterskoler,Efterskoler,"(55.4071110231004, 9.550679830033712)",Sjølund,Kolding Kommune,2011,,198340,1.4333333333333336,4.2,14.2,13.7,6.078189761398006
614,511300,4.0,5.1,510,55.2899824290488,9.05099636003524,6510,Gram Efterskole,Efterskoler,Efterskoler,"(55.2899824290488, 9.05099636003524)",Gram,Haderslev Kommune,2011,3904.0,182598,1.5249999999999997,3.8,15.9,11.9,3.923044713889903
615,513002,6.7,6.4,540,54.9201068785528,9.587536939330713,6300,Gråsten Skole,Grundskoler,Folkeskoler,"(54.9201068785528, 9.587536939330711)",Gråsten,Sønderborg Kommune,2011,5965.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
616,517300,6.0,6.5,550,54.96551945,8.69153404,6280,Højer Efterskole,Efterskoler,Efterskoler,"(54.96551945, 8.69153404)",Højer,Tønder Kommune,2011,4512.0,173996,1.3833333333333337,4.8,21.7,12.4,2.864037594462437
617,550300,5.7,6.5,550,54.96208398798579,8.69405924379956,6280,Højer Design Efterskole,Efterskoler,Efterskoler,"(54.96208398798579, 8.69405924379956)",Højer,Tønder Kommune,2011,4512.0,173996,1.3833333333333337,4.8,21.7,12.4,2.864037594462437
618,519002,5.6,5.8,580,54.982318121640006,9.5114402591343,6200,Felsted Centralskole,Grundskoler,Folkeskoler,"(54.982318121640006, 9.5114402591343)",Aabenraa,Aabenraa Kommune,2011,9518.0,184117,1.741666666666667,6.1,18.4,13.2,4.332635983263598
619,519008,6.1,6.1,580,54.931686971508796,9.44776852605859,6200,Søgård Friskole,Grundskoler,Friskoler og private grundskoler,"(54.931686971508796, 9.44776852605859)",Aabenraa,Aabenraa Kommune,2011,9518.0,184117,1.741666666666667,6.1,18.4,13.2,4.332635983263598
620,519300,7.3,6.8,580,55.04454172394011,9.41894126484863,6200,Sundeved Efterskole,Efterskoler,Efterskoler,"(55.04454172394011, 9.41894126484863)",Aabenraa,Aabenraa Kommune,2011,9518.0,184117,1.741666666666667,6.1,18.4,13.2,4.332635983263598
621,545002,6.9,6.5,580,55.08796323786351,9.46122256433387,6200,Løjt Kirkeby Skole,Grundskoler,Folkeskoler,"(55.087963237863505, 9.46122256433387)",Aabenraa,Aabenraa Kommune,2011,9518.0,184117,1.741666666666667,6.1,18.4,13.2,4.332635983263598
622,545005,7.3,6.9,580,54.9943465370743,9.43089863749092,6200,Stubbæk Skole,Grundskoler,Folkeskoler,"(54.9943465370743, 9.43089863749092)",Aabenraa,Aabenraa Kommune,2011,9518.0,184117,1.741666666666667,6.1,18.4,13.2,4.332635983263598
623,545006,6.9,6.6,580,55.045923793678206,9.41069822011355,6200,Deutsche Privatschule Apenrade,Grundskoler,Friskoler og private grundskoler,"(55.045923793678206, 9.41069822011355)",Aabenraa,Aabenraa Kommune,2011,9518.0,184117,1.741666666666667,6.1,18.4,13.2,4.332635983263598
624,545009,6.5,6.1,580,55.0620711818651,9.409429498870901,6200,Høje Kolstrup Skole,Grundskoler,Folkeskoler,"(55.0620711818651, 9.409429498870901)",Aabenraa,Aabenraa Kommune,2011,9518.0,184117,1.741666666666667,6.1,18.4,13.2,4.332635983263598
625,545011,6.3,6.5,580,55.052811783787796,9.416654232736,6200,Aabenraa Friskole,Grundskoler,Friskoler og private grundskoler,"(55.052811783787796, 9.416654232736)",Aabenraa,Aabenraa Kommune,2011,9518.0,184117,1.741666666666667,6.1,18.4,13.2,4.332635983263598
626,521300,7.2,7.0,550,55.0557361726056,8.94697856462161,6240,Løgumkloster Efterskole,Efterskoler,Efterskoler,"(55.0557361726056, 8.94697856462161)",Løgumkloster,Tønder Kommune,2011,3939.0,173996,1.3833333333333337,4.8,21.7,12.4,2.864037594462437
627,521302,7.4,7.0,550,55.066047602028206,8.936755643901071,6240,Sportsefterskolen SINE,Efterskoler,Efterskoler,"(55.066047602028206, 8.936755643901071)",Løgumkloster,Tønder Kommune,2011,3939.0,173996,1.3833333333333337,4.8,21.7,12.4,2.864037594462437
628,523001,6.5,6.3,540,54.991808759479596,9.86405053653413,6430,Nørreskov-Skolen,Grundskoler,Folkeskoler,"(54.991808759479596, 9.86405053653413)",Nordborg,Sønderborg Kommune,2011,5141.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
629,523013,5.9,6.2,540,55.04779264431999,9.75751242171111,6430,Friskolen - Østerlund,Grundskoler,Friskoler og private grundskoler,"(55.04779264431999, 9.75751242171111)",Nordborg,Sønderborg Kommune,2011,5141.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
630,523300,6.8,6.8,540,55.0590572636214,9.74944521285431,6430,Nordborg Slots Efterskole,Efterskoler,Efterskoler,"(55.0590572636214, 9.74944521285431)",Nordborg,Sønderborg Kommune,2011,5141.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
631,525007,5.4,5.6,550,55.1307604899183,9.12838707524741,6534,Agerskov Kristne Friskole,Grundskoler,Friskoler og private grundskoler,"(55.1307604899183, 9.12838707524741)",Agerskov,Tønder Kommune,2011,,173996,1.3833333333333337,4.8,21.7,12.4,2.864037594462437
632,525300,6.2,6.3,550,55.12715349042621,9.131684475104187,6534,Agerskov Ungdomsskole,Efterskoler,Efterskoler,"(55.12715349042621, 9.131684475104189)",Agerskov,Tønder Kommune,2011,,173996,1.3833333333333337,4.8,21.7,12.4,2.864037594462437
633,525010,6.4,6.0,550,55.19282572458511,9.062518274028982,6520,Kostskolen i Sønderjylland,Grundskoler,Friskoler og private grundskoler,"(55.192825724585106, 9.062518274028982)",Toftlund,Tønder Kommune,2011,5425.0,173996,1.3833333333333337,4.8,21.7,12.4,2.864037594462437
634,527004,7.1,6.5,575,55.3664800189433,9.06975449687723,6630,Rødding Skole,Grundskoler,Folkeskoler,"(55.3664800189433, 9.06975449687723)",Rødding,Vejen Kommune,2011,5580.0,181892,1.075,3.6,14.7,13.9,3.074521633898662
635,527005,3.5,4.4,575,55.419411492123295,9.15446342280054,6630,Skodborg Skole,Grundskoler,Folkeskoler,"(55.419411492123295, 9.15446342280054)",Rødding,Vejen Kommune,2011,5580.0,181892,1.075,3.6,14.7,13.9,3.074521633898662
636,527300,5.5,6.0,575,55.42657223,9.01598689,6660,Kongeådalens Efterskole,Efterskoler,Efterskoler,"(55.42657223, 9.01598689)",Lintrup,Vejen Kommune,2011,,181892,1.075,3.6,14.7,13.9,3.074521633898662
637,529003,5.9,6.1,580,55.0264138936796,9.308991297981963,6230,Hjordkær Skole,Grundskoler,Folkeskoler,"(55.0264138936796, 9.308991297981962)",Rødekro,Aabenraa Kommune,2011,6837.0,184117,1.741666666666667,6.1,18.4,13.2,4.332635983263598
638,531007,5.7,6.0,550,55.15712408526521,8.76716247720878,6780,Skærbæk Realskole,Grundskoler,Friskoler og private grundskoler,"(55.15712408526521, 8.76716247720878)",Skærbæk,Tønder Kommune,2011,4074.0,173996,1.3833333333333337,4.8,21.7,12.4,2.864037594462437
639,531300,8.1,7.3,550,55.2322709706188,8.7261094028049,6780,Rejsby Europæiske Efterskole,Efterskoler,Efterskoler,"(55.2322709706188, 8.7261094028049)",Skærbæk,Tønder Kommune,2011,4074.0,173996,1.3833333333333337,4.8,21.7,12.4,2.864037594462437
640,533004,6.5,6.3,540,54.951131755546896,9.705761710172679,6400,Nydamskolen,Grundskoler,Folkeskoler,"(54.951131755546896, 9.705761710172679)",Sønderborg,Sønderborg Kommune,2011,9769.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
641,533005,6.2,6.2,540,54.98722996,9.66145794,6400,Eckersberg Friskole,Grundskoler,Friskoler og private grundskoler,"(54.98722996, 9.66145794)",Sønderborg,Sønderborg Kommune,2011,9769.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
642,537001,6.7,6.7,540,54.909296954171886,9.79512796416232,6400,Ahlmann-Skolen,Grundskoler,Folkeskoler,"(54.90929695417189, 9.79512796416232)",Sønderborg,Sønderborg Kommune,2011,9769.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
643,537004,6.5,6.6,540,54.905278012970896,9.81126740532039,6400,Sønderskov-Skolen,Grundskoler,Folkeskoler,"(54.905278012970896, 9.81126740532039)",Sønderborg,Sønderborg Kommune,2011,9769.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
644,537006,6.8,6.4,540,54.9251443938849,9.829177367656492,6400,Ulkebøl Skole,Grundskoler,Folkeskoler,"(54.9251443938849, 9.829177367656492)",Sønderborg,Sønderborg Kommune,2011,9769.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
645,537007,6.9,6.6,540,54.91109120993161,9.76673188387538,6400,Dybbøl-Skolen,Grundskoler,Folkeskoler,"(54.911091209931605, 9.76673188387538)",Sønderborg,Sønderborg Kommune,2011,9769.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
646,537009,6.3,6.3,540,54.9142181276326,9.79043798046584,6400,Deutsche Schule Sonderburg,Grundskoler,Frie og private internationale skoler,"(54.9142181276326, 9.79043798046584)",Sønderborg,Sønderborg Kommune,2011,9769.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
647,537015,8.0,7.3,540,54.91291622906589,9.806596567937287,6400,Privatskolen Als,Grundskoler,Friskoler og private grundskoler,"(54.91291622906589, 9.806596567937289)",Sønderborg,Sønderborg Kommune,2011,9769.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
648,535001,7.3,6.9,540,54.9244080381777,9.90075619533448,6470,Hørup Centralskole,Grundskoler,Folkeskoler,"(54.9244080381777, 9.90075619533448)",Sydals,Sønderborg Kommune,2011,8179.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
649,535006,5.7,5.6,540,54.85926091941529,9.929993852087,6470,Kegnæs Friskole,Grundskoler,Friskoler og private grundskoler,"(54.85926091941529, 9.929993852087)",Sydals,Sønderborg Kommune,2011,8179.0,184455,1.5250000000000001,4.9,15.2,12.0,5.478728811613974
650,539003,6.8,6.3,580,54.94564201761129,9.10309535485831,6372,Bylderup Skole,Grundskoler,Folkeskoler,"(54.94564201761129, 9.10309535485831)",Bylderup-Bov,Aabenraa Kommune,2011,,184117,1.741666666666667,6.1,18.4,13.2,4.332635983263598
651,539014,7.1,7.0,580,54.9366865274276,9.07824569270267,6372,Friskolen - Bylderup Bov,Grundskoler,Friskoler og private grundskoler,"(54.9366865274276, 9.07824569270267)",Bylderup-Bov,Aabenraa Kommune,2011,,184117,1.741666666666667,6.1,18.4,13.2,4.332635983263598
652,539006,6.2,6.0,580,54.93458624087671,9.24609671681726,6360,Tinglev Skole,Grundskoler,Folkeskoler,"(54.934586240876705, 9.24609671681726)",Tinglev,Aabenraa Kommune,2011,4967.0,184117,1.741666666666667,6.1,18.4,13.2,4.332635983263598
653,539012,6.8,6.5,580,54.93428250576,9.24799332661383,6360,Deutsche Schule Tingleff,Grundskoler,Friskoler og private grundskoler,"(54.93428250576, 9.24799332661383)",Tinglev,Aabenraa Kommune,2011,4967.0,184117,1.741666666666667,6.1,18.4,13.2,4.332635983263598
654,539300,5.8,6.0,580,54.934173661226104,9.24883747441196,6360,Den Tyske Efterskole Tinglev,Efterskoler,Efterskoler,"(54.934173661226104, 9.24883747441196)",Tinglev,Aabenraa Kommune,2011,4967.0,184117,1.741666666666667,6.1,18.4,13.2,4.332635983263598
655,541006,7.6,7.2,550,54.9359721673141,8.863759102680039,6270,Ludwig-Andresen-Schule,Grundskoler,Friskoler og private grundskoler,"(54.9359721673141, 8.863759102680039)",Tønder,Tønder Kommune,2011,7348.0,173996,1.3833333333333337,4.8,21.7,12.4,2.864037594462437
656,551003,6.7,6.5,530,55.628826351747705,9.08466522833741,6623,Vorbasse Skole,Grundskoler,Folkeskoler,"(55.628826351747705, 9.08466522833741)",Vorbasse,Billund Kommune,2011,,195230,0.6,4.0,11.6,12.4,3.664327396163088
657,553300,7.1,6.9,573,55.7375270812242,8.42318540988574,6830,Frøstruphave Efterskole,Efterskoler,Efterskoler,"(55.7375270812242, 8.42318540988574)",Nørre Nebel,Varde Kommune,2011,,188050,0.8750000000000001,3.3,15.7,10.0,2.978328142618008
658,555001,6.5,6.5,573,55.6294733301377,8.27378848033712,6840,Blåvandshuk Skole,Grundskoler,Folkeskoler,"(55.6294733301377, 8.27378848033712)",Oksbøl,Varde Kommune,2011,8601.0,188050,0.8750000000000001,3.3,15.7,10.0,2.978328142618008
659,557007,7.4,7.3,561,55.47339289,8.69970838,6740,Friskolen i Bramming,Grundskoler,Friskoler og private grundskoler,"(55.47339289, 8.69970838)",Bramming,Esbjerg Kommune,2011,8581.0,192786,1.133333333333333,6.4,16.5,13.3,5.387091383041297
660,557300,6.2,6.4,561,55.473470294147795,8.69607810106815,6740,Bramming Gymnastik- og Idrætsefterskole,Efterskoler,Efterskoler,"(55.473470294147795, 8.69607810106815)",Bramming,Esbjerg Kommune,2011,8581.0,192786,1.133333333333333,6.4,16.5,13.3,5.387091383041297
661,557303,7.9,7.2,561,55.4856471491953,8.696736405696981,6740,Sydvestjyllands Efterskole,Efterskoler,Efterskoler,"(55.4856471491953, 8.696736405696981)",Bramming,Esbjerg Kommune,2011,8581.0,192786,1.133333333333333,6.4,16.5,13.3,5.387091383041297
662,561026,6.9,6.8,561,55.4704181699533,8.4466580959415,6700,Esbjerg Realskole,Grundskoler,Friskoler og private grundskoler,"(55.4704181699533, 8.4466580959415)",Esbjerg,Esbjerg Kommune,2011,11848.0,192786,1.133333333333333,6.4,16.5,13.3,5.387091383041297
663,561030,6.8,6.7,561,55.469794044093504,8.45000158912032,6700,Skt. Nikolaj Skole,Grundskoler,Friskoler og private grundskoler,"(55.469794044093504, 8.45000158912032)",Esbjerg,Esbjerg Kommune,2011,11848.0,192786,1.133333333333333,6.4,16.5,13.3,5.387091383041297
664,561036,6.9,6.6,561,55.5096560591922,8.41554550749465,6710,Markusskolen,Grundskoler,Friskoler og private grundskoler,"(55.5096560591922, 8.41554550749465)",Esbjerg V,Esbjerg Kommune,2011,12691.0,192786,1.133333333333333,6.4,16.5,13.3,5.387091383041297
665,561301,4.5,5.1,561,55.477068427821294,8.48976661110811,6705,Bieringhus Efterskole,Efterskoler,Efterskoler,"(55.477068427821294, 8.48976661110811)",Esbjerg Ø,Esbjerg Kommune,2011,10449.0,192786,1.133333333333333,6.4,16.5,13.3,5.387091383041297
666,563001,6.8,6.6,563,55.4458549639988,8.39462506038196,6720,Fanø Skole,Grundskoler,Folkeskoler,"(55.4458549639988, 8.39462506038196)",Fanø,Fanø Kommune,2011,10294.0,215419,0.8583333333333335,2.7,10.3,14.6,2.28841827631681
667,565004,5.6,5.8,530,55.6924656056019,8.99827201290315,7250,Hejnsvig Skole,Grundskoler,Folkeskoler,"(55.6924656056019, 8.99827201290315)",Hejnsvig,Billund Kommune,2011,,195230,0.6,4.0,11.6,12.4,3.664327396163088
668,565007,5.6,5.8,530,55.8397568886968,8.8909910822516,7260,Sdr Omme Skole,Grundskoler,Folkeskoler,"(55.8397568886968, 8.8909910822516)",Sønder Omme,Billund Kommune,2011,5221.0,195230,0.6,4.0,11.6,12.4,3.664327396163088
669,565009,7.1,6.7,530,55.763245391075,8.91458771495032,7200,Grindsted Vestre Skole,Grundskoler,Folkeskoler,"(55.763245391075, 8.91458771495032)",Grindsted,Billund Kommune,2011,8010.0,195230,0.6,4.0,11.6,12.4,3.664327396163088
670,565010,5.2,5.5,530,55.7638447941366,8.90081796362481,7200,Grindsted Privatskole,Grundskoler,Friskoler og private grundskoler,"(55.7638447941366, 8.90081796362481)",Grindsted,Billund Kommune,2011,8010.0,195230,0.6,4.0,11.6,12.4,3.664327396163088
671,567001,6.1,6.2,573,55.6025621639228,8.80899591674333,6753,Agerbæk Skole,Grundskoler,Folkeskoler,"(55.6025621639228, 8.80899591674333)",Agerbæk,Varde Kommune,2011,,188050,0.8750000000000001,3.3,15.7,10.0,2.978328142618008
